subject,s-tag,s-ner,s-type,verb,v-tag,v-cat,v-extractUseCase,object,o-tag,o-ner,o-type,label
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'ask for status of card to corresponding Card Issuing Authority',NNP,ORGANIZATION,NOUN_PERSON,0
'Member State',NNP,O,NOUN_GROUP,'ask for',VB,TV,FALSE,'status to corresponding Card Issuing Authority',NNP,O,NOUN_PERSON,0
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'ask for status to corresponding Card Issuing Authority of Member State',NN,O,NOUN_GROUP,0
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'ask for status',NN,O,NOUN_STATE,0
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'ask for status of card',NN,O,NOUN_PERSON,0
'Member State',NNP,O,NOUN_GROUP,'ask for',VB,TV,FALSE,'status of card',NN,O,NOUN_PERSON,0
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'ask for status of card to corresponding Card Issuing Authority of Member State',NN,O,NOUN_GROUP,0
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'ask for status to Card Issuing Authority of Member State',NN,O,NOUN_GROUP,0
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'Member State',NN,O,NOUN_GROUP,0
'Member State',NNP,O,NOUN_GROUP,'ask for',VB,TV,FALSE,'status of card to corresponding Card Issuing Authority',NNP,O,NOUN_PERSON,0
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'ask for status of card to Card Issuing Authority of Member State',NN,O,NOUN_GROUP,0
'Member State',NNP,O,NOUN_GROUP,'ask for',VB,TV,FALSE,status,NN,O,NOUN_STATE,0
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'ask for status to Card Issuing Authority',NNP,ORGANIZATION,NOUN_PERSON,0
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'ask for status to corresponding Card Issuing Authority',NNP,ORGANIZATION,NOUN_PERSON,0
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,ask,VB,O,OTHER,0
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'ask for status of card to Card Issuing Authority',NNP,ORGANIZATION,NOUN_PERSON,0
'Member State',NNP,O,NOUN_GROUP,'ask for',VB,TV,FALSE,'status to Card Issuing Authority',NNP,O,NOUN_PERSON,0
'Member State',NN,O,NOUN_GROUP,'ask for',VB,TV,FALSE,'status to corresponding Card Issuing Authority of Member State',NN,O,NOUN_GROUP,0
'Member State',NNP,O,NOUN_GROUP,'transport card status modification request to',VB,TV,TRUE,'Card Issuing Authority',NNP,O,NOUN_PERSON,0
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'Member State',NN,O,NOUN_GROUP,0
'Member State',NN,O,NOUN_GROUP,'transport card status modification request to',VB,TV,TRUE,'corresponding Card Issuing Authority of Member State',NN,O,NOUN_GROUP,0
'Member State',NN,O,NOUN_GROUP,'transport card status modification request to',VB,TV,TRUE,'Card Issuing Authority of Member State',NN,O,NOUN_GROUP,0
'Member State',NNP,O,NOUN_GROUP,'transport card status modification request to',VB,TV,TRUE,'corresponding Card Issuing Authority',NNP,O,NOUN_PERSON,0
'Member State',NNP,O,NOUN_GROUP,transport,VB,TV,TRUE,'card status modification requests',NNS,O,NOUN_PERSON,0
'card status modification request',NN,O,NOUN_COMMUNICATION,issue,VB,TV,FALSE,card,NN,O,NOUN_PERSON,0
'enforcement authority',NN,PERSON,NOUN_PERSON,'ask for',VB,TV,FALSE,'driver _s card status to Card Issuing Authority',NNP,ORGANIZATION,NOUN_PERSON,1
driver,NN,PERSON,NOUN_PERSON,for,IN,OTHER,FALSE,'card status to corresponding Card Issuing Authority of Member State',NN,O,NOUN_GROUP,0
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'ask for driver _s card status to corresponding Card Issuing Authority',NNP,ORGANIZATION,NOUN_PERSON,0
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'ask for driver _s card status to Card Issuing Authority',NNP,ORGANIZATION,NOUN_PERSON,0
'enforcement authority',NN,PERSON,NOUN_PERSON,'ask for',VB,TV,FALSE,'driver _s card status',NN,O,NOUN_STATE,1
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'ask for driver _s card status to Card Issuing Authority of Member State',NN,O,NOUN_GROUP,0
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'enforcement authorities',NNS,O,NOUN_GROUP,0
'enforcement authority',NN,PERSON,NOUN_PERSON,'ask for',VB,TV,FALSE,'driver _s card status to corresponding Card Issuing Authority',NNP,ORGANIZATION,NOUN_PERSON,1
'enforcement authority',NN,PERSON,NOUN_PERSON,'ask for',VB,TV,FALSE,'driver _s card status to corresponding Card Issuing Authority of Member State',NN,O,NOUN_GROUP,1
'enforcement authority',NN,PERSON,NOUN_PERSON,'ask for',VB,TV,FALSE,'driver _s card status to Card Issuing Authority of Member State',NN,O,NOUN_GROUP,1
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'ask for driver _s card status to corresponding Card Issuing Authority of Member State',NN,O,NOUN_GROUP,0
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'ask for driver _s card status',NN,O,NOUN_STATE,0
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,ask,VB,O,OTHER,0
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'ask to Card Issuing Authority of Member State',NN,O,NOUN_GROUP,0
'enforcement authority',NN,PERSON,NOUN_PERSON,'ask to',VB,TV,FALSE,'Card Issuing Authority of Member State',NN,O,NOUN_GROUP,1
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'ask to corresponding Card Issuing Authority of Member State',NN,O,NOUN_GROUP,0
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'ask for workshop card status to Card Issuing Authority of Member State',NN,O,NOUN_GROUP,0
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'ask to Card Issuing Authority',NNP,ORGANIZATION,NOUN_PERSON,0
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'ask to corresponding Card Issuing Authority',NNP,ORGANIZATION,NOUN_PERSON,0
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'ask for workshop card status to corresponding Card Issuing Authority',NNP,ORGANIZATION,NOUN_PERSON,0
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'ask for workshop card status to corresponding Card Issuing Authority of Member State',NN,O,NOUN_GROUP,0
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'ask for workshop card status',NN,O,NOUN_STATE,0
'enforcement authority',NN,PERSON,NOUN_PERSON,'ask for',VB,TV,FALSE,'workshop card status',NN,O,NOUN_STATE,1
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'enforcement authorities',NNS,O,NOUN_GROUP,0
'enforcement authority',NN,PERSON,NOUN_PERSON,'ask to',VB,TV,FALSE,'Card Issuing Authority',NNP,ORGANIZATION,NOUN_PERSON,1
'enforcement authority',NN,PERSON,NOUN_PERSON,'ask to',VB,TV,FALSE,'corresponding Card Issuing Authority',NNP,ORGANIZATION,NOUN_PERSON,1
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,'ask for workshop card status to Card Issuing Authority',NNP,ORGANIZATION,NOUN_PERSON,0
'enforcement authority',NN,PERSON,NOUN_PERSON,'ask to',VB,TV,FALSE,'corresponding Card Issuing Authority of Member State',NN,O,NOUN_GROUP,1
system,NN,O,NOUN_GROUP,allow,VBP,PERMISSION,FALSE,ask,VB,O,OTHER,0

