requirement, subject, s-tag, s-ner, s-type, verb, v-tag, v-cat, v-process, object, o-tag, o-ner, o-type, label 
14,system,NN,O,NOUN.GROUP,set,VBD,TV,FALSE,he credential,NN,O,NOUN.COMMUNICATION ,0
15,system,NN,O,NOUN.GROUP,shall authenticate,VB,TV,FALSE,user credentials,NNS,O,NOUN.COMMUNICATION ,0
15,system,NN,O,NOUN.GROUP,view,VB,TV,FALSE,profile,NN,O,NOUN.COMMUNICATION ,0
16,system,NN,O,NOUN.GROUP,shall allow,VB,TV,FALSE,user,NN,O,NOUN.PERSON ,0
16,user,NN,PERSON,NOUN.PERSON,update,VB,TV,FALSE,profile information,NN,O,NOUN.COMMUNICATION ,1
17,active order history,NN,O,NOUN.TIME,be in,IN,TV,FALSE,customer profile,NN,O,NOUN.COMMUNICATION ,0
17,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,active order history,NN,O,NOUN.TIME ,0
17,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,active order history in customer profile,NN,O,NOUN.COMMUNICATION ,0
17,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,order history in customer profile,NN,O,NOUN.COMMUNICATION ,0
17,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,order history,NN,O,NOUN.TIME ,0
18,system,NN,O,NOUN.GROUP,shall allow,VB,TV,FALSE,user,NN,O,NOUN.PERSON ,0
18,user,NN,PERSON,NOUN.PERSON,select order from,IN,TV,FALSE,order history,NN,O,NOUN.TIME ,0
18,user,NN,PERSON,NOUN.PERSON,select,VB,TV,TRUE,order,NN,O,NOUN.COMMUNICATION ,1
19,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,information,NN,O,NOUN.COMMUNICATION ,0
19,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,detailed information about select order,NN,O,NOUN.COMMUNICATION ,0
19,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,information about select order,NN,O,NOUN.COMMUNICATION ,0
19,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,detailed information,NN,O,NOUN.COMMUNICATION ,0
19,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,detailed information about order,NN,O,NOUN.COMMUNICATION ,0
19,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,information about order,NN,O,NOUN.COMMUNICATION ,0
20,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,frequently search item,NNS,O,NOUN.COMMUNICATION ,0
20,system,NN,O,NOUN.GROUP,shall display item by,IN,OTHER,FALSE,user in profile,NN,O,NOUN.COMMUNICATION ,0
20,user,NN,PERSON,NOUN.PERSON,be in,IN,TV,FALSE,profile,NN,O,NOUN.COMMUNICATION ,0
20,system,NN,O,NOUN.GROUP,shall display item by,IN,OTHER,FALSE,user,NN,O,NOUN.PERSON ,0
20,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,most frequently search item,NNS,O,NOUN.COMMUNICATION ,0
20,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,item,NNS,O,NOUN.COMMUNICATION ,0
20,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,search item,NNS,O,NOUN.COMMUNICATION ,0
21,system,NN,O,NOUN.GROUP,shall allow,VB,TV,FALSE,user,NN,O,NOUN.PERSON ,0
21,system,NN,O,NOUN.GROUP,shall allow,VB,TV,FALSE,register,VB,O,NOUN.COMMUNICATION ,0
21,system,NN,O,NOUN.GROUP,shall allow,VB,TV,FALSE,register for newsletter in profile,NN,O,NOUN.COMMUNICATION ,0
21,system,NN,O,NOUN.GROUP,shall allow,VB,TV,FALSE,register for newsletter,NNS,O,NOUN.COMMUNICATION ,0
21,user,NN,PERSON,NOUN.PERSON,register for,IN,TV,FALSE,newsletter in profile,NN,O,NOUN.COMMUNICATION ,1
21,user,NN,PERSON,NOUN.PERSON,register for,IN,TV,FALSE,newsletter,NNS,O,NOUN.COMMUNICATION ,1
21,newsletter,NNS,O,NOUN.COMMUNICATION,be in,IN,TV,FALSE,profile,NN,O,NOUN.COMMUNICATION ,0
22,system,NN,O,NOUN.GROUP,shall provide,VB,TV,FALSE,online help,NN,O,NOUN.PERSON ,0
22,system,NN,O,NOUN.GROUP,shall provide,VB,TV,FALSE,sitemap option for customer support,NN,O,NOUN.ACT ,0
22,system,NN,O,NOUN.GROUP,shall provide,VB,TV,FALSE,sitemap option,NNS,O,NOUN.POSSESSION ,0
22,faq,NN,ORGANIZATION,NOUN.COMMUNICATION,have,null,possession,FALSE,customer support,NN,O,NOUN.ACT ,0
22,system,NN,O,NOUN.GROUP,shall provide,VB,TV,FALSE,help,NN,O,NOUN.PERSON ,0
22,system,NN,O,NOUN.GROUP,shall provide,VB,TV,FALSE,faq 's customer support,NN,O,NOUN.ACT ,0
23,user,NN,PERSON,NOUN.PERSON,select,VB,TV,TRUE,support type,NN,O,NOUN.PERSON ,1
23,system,NN,O,NOUN.GROUP,shall allow,VB,TV,FALSE,user,NN,O,NOUN.PERSON ,0
24,system,NN,O,NOUN.GROUP,shall allow,VB,TV,FALSE,user,NN,O,NOUN.PERSON ,0
24,user,NN,PERSON,NOUN.PERSON,enter customer information for,IN,TV,FALSE,support,NN,O,NOUN.ACT ,0
24,user,NN,PERSON,NOUN.PERSON,enter,VB,TV,FALSE,customer information,NN,O,NOUN.COMMUNICATION ,1
25,system,NN,O,NOUN.GROUP,shall display customer support contact number on,IN,OTHER,FALSE,screen,NN,O,NOUN.ARTIFACT ,0
25,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,customer support contact number,NNS,O,NOUN.ATTRIBUTE ,0
26,system,NN,O,NOUN.GROUP,shall allow,VB,TV,FALSE,user,NN,O,NOUN.PERSON ,0
26,user,NN,PERSON,NOUN.PERSON,enter contact number,NN,TV,FALSE,support personnel call,VB,O,NOUN.COMMUNICATION ,0
26,user,NN,PERSON,NOUN.PERSON,enter,VB,TV,FALSE,contact number,NN,O,NOUN.ATTRIBUTE ,1
27,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,help,NN,O,NOUN.PERSON ,0
27,system,NN,O,NOUN.GROUP,shall display help upon,IN,OTHER,FALSE,request,NN,O,NOUN.COMMUNICATION ,0
27,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,online help,NN,O,NOUN.PERSON ,0
28,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,FAQ,NNP,O,NOUN.COMMUNICATION ,0
28,system,NN,O,NOUN.GROUP,shall display faq upon,IN,OTHER,FALSE,request,NN,O,NOUN.COMMUNICATION ,0
29,system,NN,O,NOUN.GROUP,shall maintain customer email information as,IN,OTHER,FALSE,required part of customer profile,NN,O,NOUN.COMMUNICATION ,0
29,system,NN,O,NOUN.GROUP,shall maintain,VB,TV,FALSE,customer email information,NN,O,NOUN.COMMUNICATION ,0
29,system,NN,O,NOUN.GROUP,shall maintain customer email information as,IN,OTHER,FALSE,part of customer profile,NN,O,NOUN.COMMUNICATION ,0
29,system,NN,O,NOUN.GROUP,shall maintain customer email information as,IN,OTHER,FALSE,required part,NN,O,NOUN.RELATION ,0
29,system,NN,O,NOUN.GROUP,shall maintain customer email information as,IN,OTHER,FALSE,part,NN,O,NOUN.RELATION ,0
30,system,NN,O,NOUN.GROUP,shall send,VB,TV,FALSE,order,NN,O,NOUN.COMMUNICATION ,0
31,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,invoice,NN,O,NOUN.COMMUNICATION ,0
31,system,NN,O,NOUN.GROUP,shall display invoice,NN,TV,FALSE,confirm,VBN,O,VERB.COGNITION ,0
31,system,NN,O,NOUN.GROUP,shall display invoice for,IN,OTHER,FALSE,order,NN,O,NOUN.COMMUNICATION ,0
31,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,detailed invoice,NN,O,NOUN.COMMUNICATION ,0
31,it,PRP,O,NOUN.COGNITION,be,VBZ,IS-A,FALSE,confirm,VBN,O,VERB.COGNITION ,0
31,system,NN,O,NOUN.GROUP,shall display invoice for,IN,OTHER,FALSE,current order,NN,O,NOUN.COMMUNICATION ,0
32,system,NN,O,NOUN.GROUP,shall allow,VB,TV,FALSE,user,NN,O,NOUN.PERSON ,0
32,system,NN,O,NOUN.GROUP,shall optionally allow,VB,TV,FALSE,user,NN,O,NOUN.PERSON ,0
32,user,NN,PERSON,NOUN.PERSON,print,VB,TV,FALSE,invoice,NN,O,NOUN.COMMUNICATION ,1
33,system,NN,O,NOUN.GROUP,shall provide,VB,TV,FALSE,shopping cart,NN,O,NOUN.ARTIFACT ,0
33,system,NN,O,NOUN.GROUP,shall provide shopping cart during,IN,OTHER,FALSE,online purchase,NN,O,NOUN.ACT ,0
33,system,NN,O,NOUN.GROUP,shall provide shopping cart during,IN,OTHER,FALSE,purchase,NN,O,NOUN.ACT ,0
34,add/remove product,NNS,O,NOUN.ARTIFACT,be in,IN,TV,FALSE,shopping cart,NN,O,NOUN.ARTIFACT ,0
34,system,NN,O,NOUN.GROUP,shall allow user to,TO,OTHER,FALSE,add/remove product in shopping cart,NN,O,NOUN.ARTIFACT ,0
34,system,NN,O,NOUN.GROUP,shall allow,VB,TV,FALSE,user,NN,O,NOUN.PERSON ,0
34,system,NN,O,NOUN.GROUP,shall allow to,TO,OTHER,FALSE,add/remove product in shopping cart,NN,O,NOUN.ARTIFACT ,0
34,system,NN,O,NOUN.GROUP,shall allow user to,TO,OTHER,FALSE,add/remove product,NNS,O,NOUN.ARTIFACT ,0
34,system,NN,O,NOUN.GROUP,shall allow to,TO,OTHER,FALSE,add/remove product,NNS,O,NOUN.ARTIFACT ,0
34,system,NN,O,NOUN.GROUP,shall allow to,TO,OTHER,FALSE,product,NNS,O,NOUN.ARTIFACT ,0
34,system,NN,O,NOUN.GROUP,shall allow to,TO,OTHER,FALSE,product in shopping cart,NN,O,NOUN.ARTIFACT ,0
34,system,NN,O,NOUN.GROUP,shall allow user to,TO,OTHER,FALSE,product,NNS,O,NOUN.ARTIFACT ,0
34,system,NN,O,NOUN.GROUP,shall allow user to,TO,OTHER,FALSE,product in shopping cart,NN,O,NOUN.ARTIFACT ,0
35,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,different shipping option provide,VBN,O,OTHER ,0
35,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,shipping option provide,VBN,O,NOUN.ACT ,0
35,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,different shipping option,NNS,O,NOUN.POSSESSION ,0
35,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,shipping option provide by shipping department,NN,O,NOUN.GROUP ,0
35,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,different shipping option provide by shipping department,NN,O,NOUN.GROUP ,0
35,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,shipping option,NNS,O,NOUN.POSSESSION ,0
36,user,NN,PERSON,NOUN.PERSON,select,VB,TV,TRUE,shipping method,NN,O,NOUN.COGNITION ,1
36,system,NN,O,NOUN.GROUP,shall enable,VB,TV,FALSE,user,NN,O,NOUN.PERSON ,0
36,user,NN,PERSON,NOUN.PERSON,select shipping method during,IN,TV,FALSE,payment process,NN,O,NOUN.ACT ,0
37,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,shipping charge,NNS,O,NOUN.PERSON ,0
38,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,duration,NN,O,NOUN.TIME ,0
38,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,duration for shipping,NN,O,NOUN.ACT ,0
38,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,tentative duration for shipping,NN,O,NOUN.ACT ,0
38,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,tentative duration,NN,O,NOUN.TIME ,0
39,system,NN,O,NOUN.GROUP,shall allow,VB,TV,FALSE,user,NN,O,NOUN.PERSON ,0
39,user,NN,PERSON,NOUN.PERSON,enter,VB,TV,FALSE,order information for tracking,NN,O,NOUN.ACT ,1
39,user,NN,PERSON,NOUN.PERSON,enter,VB,TV,FALSE,order information,NN,O,NOUN.COMMUNICATION ,1
40,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,current tracking information about order,NN,O,NOUN.COMMUNICATION ,0
40,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,tracking information,NN,O,NOUN.COMMUNICATION ,0
40,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,tracking information about order,NN,O,NOUN.COMMUNICATION ,0
40,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,current tracking information,NN,O,NOUN.COMMUNICATION ,0
41,system,NN,O,NOUN.GROUP,shall calculate tax for,IN,OTHER,FALSE,order,NN,O,NOUN.COMMUNICATION ,0
41,system,NN,O,NOUN.GROUP,shall calculate,VB,TV,FALSE,tax,NN,O,NOUN.POSSESSION ,0
42,system,NN,O,NOUN.GROUP,shall display tax information for,IN,OTHER,FALSE,order,NN,O,NOUN.COMMUNICATION ,0
42,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,tax information,NN,O,NOUN.COMMUNICATION ,0
43,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,payment method,NNS,O,NOUN.COGNITION ,0
43,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,available payment method,NNS,O,NOUN.COGNITION ,0
43,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,available payment method for payment,NN,O,NOUN.POSSESSION ,0
43,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,payment method for payment,NN,O,NOUN.POSSESSION ,0
44,system,NN,O,NOUN.GROUP,shall allow,VB,TV,FALSE,user,NN,O,NOUN.PERSON ,0
44,user,NN,PERSON,NOUN.PERSON,select,VB,TV,TRUE,payment method for order,NN,O,NOUN.COMMUNICATION ,1
44,user,NN,PERSON,NOUN.PERSON,select,VB,TV,TRUE,payment method,NN,O,NOUN.COGNITION ,1
45,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,order,NNS,O,NOUN.COMMUNICATION ,0
46,system,NN,O,NOUN.GROUP,shall allow,VB,TV,FALSE,user,NN,O,NOUN.PERSON ,0
47,system,NN,O,NOUN.GROUP,shall allow,VB,TV,FALSE,user,NN,O,NOUN.PERSON ,0
47,user,NN,PERSON,NOUN.PERSON,cancel,VB,TV,TRUE,order,NN,O,NOUN.COMMUNICATION ,1
48,system,NN,O,NOUN.GROUP,shall allow,VB,TV,FALSE,user,NN,O,NOUN.PERSON ,0
48,user,NN,PERSON,NOUN.PERSON,change,VB,TV,FALSE,shipping,NN,O,NOUN.ACT ,1
48,user,NN,PERSON,NOUN.PERSON,change,VB,TV,FALSE,payment method,NN,O,NOUN.COGNITION ,1
49,system,NN,O,NOUN.GROUP,shall notify user about,IN,OTHER,FALSE,change make to order,NN,O,NOUN.COMMUNICATION ,0
50,it,PRP,O,NOUN.COGNITION,be,VBZ,IS-A,FALSE,when select,VBN,O,OTHER ,0
50,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,review of product,NN,O,NOUN.ARTIFACT ,0
50,it,PRP,O,NOUN.COGNITION,be,VBZ,IS-A,FALSE,select,VBN,O,VERB.COGNITION ,0
50,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,rating,NNS,O,NOUN.COGNITION ,0
51,system,NN,O,NOUN.GROUP,shall enable,VB,TV,FALSE,user,NN,O,NOUN.PERSON ,0
51,user,NN,PERSON,NOUN.PERSON,enter,VB,TV,FALSE,rating,NNS,O,NOUN.COGNITION ,1
51,user,NN,PERSON,NOUN.PERSON,enter,VB,TV,FALSE,they review,NNS,O,NOUN.COGNITION ,1
52,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,available financing option,NNS,O,NOUN.POSSESSION ,0
53,system,NN,O,NOUN.GROUP,shall allow,VB,TV,FALSE,user,NN,O,NOUN.PERSON ,0
53,user,NN,PERSON,NOUN.PERSON,select,VB,TV,TRUE,financing option,NN,O,NOUN.POSSESSION ,1
54,system,NN,O,NOUN.GROUP,shall notify,VB,TV,FALSE,use about financing request,NN,O,NOUN.COMMUNICATION ,0
54,system,NN,O,NOUN.GROUP,shall notify,VB,TV,FALSE,use,NN,O,NOUN.ACT ,0
55,system,NN,O,NOUN.GROUP,shall allow,VB,TV,FALSE,user,NN,O,NOUN.PERSON ,0
55,user,NN,PERSON,NOUN.PERSON,view,VB,TV,FALSE,detailed sitemap,NN,O,OTHER ,1
55,user,NN,PERSON,NOUN.PERSON,view,VB,TV,FALSE,sitemap,NN,O,OTHER ,1
56,system,NN,O,NOUN.GROUP,shall display,VB,TV,FALSE,available promotion,NNS,O,NOUN.COMMUNICATION ,0
57,system,NN,O,NOUN.GROUP,shall allow,VB,TV,FALSE,user,NN,O,NOUN.PERSON ,0
57,user,NN,PERSON,NOUN.PERSON,select,VB,TV,TRUE,promotion,NN,O,NOUN.COMMUNICATION ,1
57,user,NN,PERSON,NOUN.PERSON,select,VB,TV,TRUE,available promotion,NN,O,NOUN.COMMUNICATION ,1
58,system,NN,O,NOUN.GROUP,shall allow,VB,TV,FALSE,user,NN,O,NOUN.PERSON ,0
58,user,NN,PERSON,NOUN.PERSON,confirm,VB,TV,TRUE,purchase,NN,O,NOUN.ACT ,1
59,user,NN,PERSON,NOUN.PERSON,enter,VB,TV,FALSE,payment information,NN,O,NOUN.COMMUNICATION ,1
59,system,NN,O,NOUN.GROUP,shall enable,VB,TV,FALSE,user,NN,O,NOUN.PERSON ,0
60,system,NN,O,NOUN.GROUP,shall provide,VB,TV,FALSE,uniform look,NN,O,NOUN.ATTRIBUTE ,0
60,system,NN,O,NOUN.GROUP,shall provide,VB,TV,FALSE,look,NN,O,NOUN.ATTRIBUTE ,0
60,system,NN,O,NOUN.GROUP,feel between,IN,TV,FALSE,web page,NNS,O,NOUN.COMMUNICATION ,0
61,system,NN,O,NOUN.GROUP,shall provide,VB,TV,FALSE,image for product,NN,O,NOUN.ARTIFACT ,0
61,system,NN,O,NOUN.GROUP,shall provide,VB,TV,FALSE,digital image for product,NN,O,NOUN.ARTIFACT ,0
62,system,NN,O,NOUN.GROUP,shall provide,VB,TV,FALSE,use,NN,O,NOUN.ACT ,0
62,system,NN,O,NOUN.GROUP,shall provide,VB,TV,FALSE,use of icon,NNS,O,NOUN.COMMUNICATION ,0
63,system,NN,O,NOUN.GROUP,shall provide,VB,TV,FALSE,handicap access,NN,O,NOUN.ATTRIBUTE ,0
64,system,NN,O,NOUN.GROUP,shall provide,VB,TV,FALSE,multi language support,NN,O,NOUN.ACT ,0
64,system,NN,O,NOUN.GROUP,shall provide,VB,TV,FALSE,language support,NN,O,NOUN.ACT ,0
