requirement, subject, s-tag, s-ner, s-type, verb, v-tag, v-cat, v-process, object, o-tag, o-ner, o-type, label 
7,UIC,NNP,ORGANIZATION,OTHER,allow,VBP,PERMISSION,FALSE,communicate on same train,NN,CRIMINAL_CHARGE,NOUN.ARTIFACT ,0
8,driver,NN,PERSON,NOUN.PERSON,call,NN,TV,FALSE,train staff,NN,O,NOUN.GROUP ,1
8,UIC,NNP,ORGANIZATION,OTHER,allow,VBP,PERMISSION,FALSE,driver,NN,TITLE,NOUN.PERSON ,0
8,UIC,NNP,ORGANIZATION,OTHER,must,MD,AUXILIARY,FALSE,must able,JJ,O,NOUN.OBJECT ,0
9,driver,NN,PERSON,NOUN.PERSON,call,NN,TV,FALSE,other authorized users,NNS,O,OTHER ,1
9,driver,NN,PERSON,NOUN.PERSON,call,NN,TV,FALSE,authorized users,NNS,O,OTHER ,1
9,UIC,NNP,ORGANIZATION,OTHER,allow,VBP,PERMISSION,FALSE,driver,NN,TITLE,NOUN.PERSON ,0
9,driver,NN,PERSON,NOUN.PERSON,call,NN,TV,FALSE,users,NNS,O,OTHER ,1
9,UIC,NNP,ORGANIZATION,OTHER,must,MD,AUXILIARY,FALSE,must able,JJ,O,NOUN.OBJECT ,0
9,driver,NN,PERSON,NOUN.PERSON,call,NN,TV,FALSE,other users,NNS,O,OTHER ,1
10,driver,NN,PERSON,NOUN.PERSON,receive,VBP,TV,TRUE,incoming voice calls,NNS,O,NOUN.ACT ,1
10,UIC,NNP,ORGANIZATION,OTHER,allow,VBP,PERMISSION,FALSE,driver,NN,TITLE,NOUN.PERSON ,0
10,driver,NN,PERSON,NOUN.PERSON,receive,VBP,TV,TRUE,voice calls,NNS,O,NOUN.PERSON ,1
10,UIC,NNP,ORGANIZATION,OTHER,must,MD,AUXILIARY,FALSE,must able,JJ,O,NOUN.OBJECT ,0
11,driver,NN,PERSON,NOUN.PERSON,terminate,VBP,TV,TRUE,calls,NNS,O,OTHER ,1
11,UIC,NNP,ORGANIZATION,OTHER,allow,VBP,PERMISSION,FALSE,driver,NN,TITLE,NOUN.PERSON ,0
11,UIC,NNP,ORGANIZATION,OTHER,must,MD,AUXILIARY,FALSE,must able,JJ,O,NOUN.OBJECT ,0
12,driver,NN,PERSON,NOUN.PERSON,receive,VBP,TV,TRUE,text messages,NNS,O,NOUN.COMMUNICATION ,1
12,UIC,NNP,ORGANIZATION,OTHER,allow,VBP,PERMISSION,FALSE,driver,NN,TITLE,NOUN.PERSON ,0
12,UIC,NNP,ORGANIZATION,OTHER,must,MD,AUXILIARY,FALSE,must able,JJ,O,NOUN.OBJECT ,0
13,driver,NN,PERSON,NOUN.PERSON,enter/leave,NN,OTHER,FALSE,shunting mode,NN,O,NOUN.ATTRIBUTE ,0
13,UIC,NNP,ORGANIZATION,OTHER,allow,VBP,PERMISSION,FALSE,driver,NN,TITLE,NOUN.PERSON ,0
13,UIC,NNP,ORGANIZATION,OTHER,must,MD,AUXILIARY,FALSE,must able,JJ,O,NOUN.OBJECT ,0
14,driver,NN,PERSON,NOUN.PERSON,enter/leave,NN,OTHER,FALSE,direct mode,NN,O,NOUN.ATTRIBUTE ,0
14,driver,NN,PERSON,NOUN.PERSON,enter/leave,NN,OTHER,FALSE,mode,NN,O,NOUN.ATTRIBUTE ,0
14,UIC,NNP,ORGANIZATION,OTHER,allow,VBP,PERMISSION,FALSE,driver,NN,TITLE,NOUN.PERSON ,0
14,UIC,NNP,ORGANIZATION,OTHER,must,MD,AUXILIARY,FALSE,must able,JJ,O,NOUN.OBJECT ,0
15,driver,NN,PERSON,NOUN.PERSON,monitor,NN,TV,FALSE,calls to other users/devices,NNS,O,OTHER ,1
15,driver,NN,PERSON,NOUN.PERSON,monitor,NN,TV,FALSE,calls to other on-train users/devices,NNS,O,OTHER ,1
15,driver,NN,PERSON,NOUN.PERSON,monitor,NN,TV,FALSE,calls to users/devices,NNS,O,OTHER ,1
15,driver,NN,PERSON,NOUN.PERSON,monitor,NN,TV,FALSE,calls,VBZ,O,OTHER ,1
15,driver,NN,PERSON,NOUN.PERSON,monitor,NN,TV,FALSE,calls to on-train users/devices,NNS,O,OTHER ,1
15,UIC,NNP,ORGANIZATION,OTHER,allow,VBP,PERMISSION,FALSE,driver,NN,TITLE,NOUN.PERSON ,0
15,UIC,NNP,ORGANIZATION,OTHER,must,MD,AUXILIARY,FALSE,must able,JJ,O,NOUN.OBJECT ,0
16,UIC,NNP,ORGANIZATION,OTHER,allow to,VBP,PERMISSION,FALSE,forward calls/cancel call forwarding to/from driver handheld,JJ,O,NOUN.PERSON ,0
16,UIC,NNP,ORGANIZATION,OTHER,allow driver to,TO,OTHER,FALSE,forward calls/cancel call forwarding to/from driver handheld,JJ,O,NOUN.PERSON ,0
16,UIC,NNP,ORGANIZATION,OTHER,allow to,VBP,PERMISSION,FALSE,forward calls/cancel call forwarding to/from driver,NN,TITLE,NOUN.PERSON ,0
16,UIC,NNP,ORGANIZATION,OTHER,allow driver to,TO,OTHER,FALSE,call forwarding to/from driver,NN,TITLE,NOUN.PERSON ,0
16,UIC,NNP,ORGANIZATION,OTHER,allow driver to,TO,OTHER,FALSE,calls/cancel call forwarding to/from driver,NN,TITLE,NOUN.PERSON ,0
16,UIC,NNP,ORGANIZATION,OTHER,allow driver to,TO,OTHER,FALSE,forward calls/cancel call forwarding to/from driver,NN,TITLE,NOUN.PERSON ,0
16,UIC,NNP,ORGANIZATION,OTHER,allow to,VBP,PERMISSION,FALSE,call forwarding to/from driver,NN,TITLE,NOUN.PERSON ,0
16,UIC,NNP,ORGANIZATION,OTHER,allow to,VBP,PERMISSION,FALSE,calls/cancel call forwarding to/from driver,NN,TITLE,NOUN.PERSON ,0
16,UIC,NNP,ORGANIZATION,OTHER,allow to,VBP,PERMISSION,FALSE,call forwarding to/from driver handheld,JJ,O,NOUN.COMMUNICATION ,0
16,UIC,NNP,ORGANIZATION,OTHER,allow driver to,TO,OTHER,FALSE,call forwarding to/from driver handheld,JJ,O,NOUN.COMMUNICATION ,0
16,UIC,NNP,ORGANIZATION,OTHER,allow to,VBP,PERMISSION,FALSE,calls/cancel call forwarding to/from driver handheld,JJ,O,OTHER ,0
16,UIC,NNP,ORGANIZATION,OTHER,allow,VBP,PERMISSION,FALSE,driver,NN,TITLE,NOUN.PERSON ,0
16,UIC,NNP,ORGANIZATION,OTHER,must,MD,AUXILIARY,FALSE,must able,JJ,O,NOUN.OBJECT ,0
16,UIC,NNP,ORGANIZATION,OTHER,allow driver to,TO,OTHER,FALSE,calls/cancel call forwarding to/from driver handheld,JJ,O,OTHER ,0
