requirement, subject, s-tag, s-ner, s-type, verb, v-tag, v-cat, v-process, object, o-tag, o-ner, o-type, label 
6,user,NN,PERSON,NOUN.PERSON,visualize,VBP,TV,TRUE,alarms,NNS,O,OTHER 
7,user,NN,PERSON,NOUN.PERSON,acknowledge,VBP,TV,FALSE,alarms,NNS,O,OTHER 
7,system,NN,O,NOUN.GROUP,allow,VBP,PERMISSION,FALSE,user,NN,O,NOUN.PERSON 
8,system,NN,O,NOUN.GROUP,allow,VBP,PERMISSION,FALSE,user,NN,O,NOUN.PERSON 
8,system,NN,O,NOUN.GROUP,allow user to,VBP,PERMISSION,FALSE,clear alarms,NNS,O,NOUN.STATE 
8,system,NN,O,NOUN.GROUP,allow to,VBP,PERMISSION,FALSE,clear alarms,NNS,O,NOUN.STATE 
8,system,NN,O,NOUN.GROUP,allow user to,VBP,PERMISSION,FALSE,alarms,NNS,O,OTHER 
8,system,NN,O,NOUN.GROUP,allow to,VBP,PERMISSION,FALSE,alarms,NNS,O,OTHER 
9,system,NN,O,NOUN.GROUP,support,VB,TV,FALSE,scanning of devices for alarms,NNS,O,NOUN.PROCESS 
9,system,NN,O,NOUN.GROUP,support,VB,TV,FALSE,scanning of devices,NNS,O,NOUN.COGNITION 
9,change,NN,O,NOUN.EVENT,be in,VB,IS-A,FALSE,state,NN,O,NOUN.GROUP 
9,system,NN,O,NOUN.GROUP,support,VB,TV,FALSE,scanning,NN,O,NOUN.PROCESS 
9,operator control action,NN,O,NOUN.ACT,continuous scanning of,IN,OTHER,FALSE,devices,NNS,O,NOUN.COGNITION 
9,system,NN,O,NOUN.GROUP,support,VB,TV,FALSE,scanning for alarms,NNS,O,NOUN.PROCESS 
9,system,NN,O,NOUN.GROUP,support,VB,TV,FALSE,changes,NNS,O,OTHER 
9,system,NN,O,NOUN.GROUP,support,VB,TV,FALSE,continuous scanning of devices,NNS,O,NOUN.COGNITION 
9,system,NN,O,NOUN.GROUP,support,VB,TV,FALSE,operator control actions,NNS,O,NOUN.PERSON 
9,operator control action,NN,O,NOUN.ACT,scanning for,IN,OTHER,FALSE,alarms,NNS,O,OTHER 
9,system,NN,O,NOUN.GROUP,support,VB,TV,FALSE,continuous scanning of devices for alarms,NNS,O,OTHER 
9,system,NN,O,NOUN.GROUP,support,VB,TV,FALSE,continuous scanning,NN,O,NOUN.PROCESS 
9,system,NN,O,NOUN.GROUP,support,VB,TV,FALSE,changes in state,NN,O,NOUN.GROUP 
9,system,NN,O,NOUN.GROUP,support,VB,TV,FALSE,continuous scanning for alarms,NNS,O,OTHER 
9,operator control action,NN,O,NOUN.ACT,continuous scanning for,IN,OTHER,FALSE,alarms,NNS,O,OTHER 
9,operator control action,NN,O,NOUN.ACT,scanning of,IN,OTHER,FALSE,devices,NNS,O,NOUN.COGNITION 
10,parameter,NN,O,NOUN.COGNITION,retrieve,VBP,TV,FALSE,those,DT,O,OTHER 
10,parameter,NN,O,NOUN.COGNITION,retrieve,VBP,TV,FALSE,only those,DT,O,OTHER 
11,system,NN,O,NOUN.GROUP,support,VB,TV,FALSE,disturbance/fault record,NN,O,NOUN.COMMUNICATION 
11,system,NN,O,NOUN.GROUP,support,VB,TV,FALSE,record,NN,O,NOUN.COMMUNICATION 
11,system,NN,O,NOUN.GROUP,retrieve,VBP,TV,FALSE,data,NNS,O,NOUN.GROUP 
12,user,NN,PERSON,NOUN.PERSON,configure,VB,TV,TRUE,communication network,NN,O,NOUN.GROUP 
12,system,NN,O,NOUN.GROUP,allow,VBP,PERMISSION,FALSE,user,NN,O,NOUN.PERSON 
13,system,NN,O,NOUN.GROUP,synchronise,VBP,TV,TRUE,time,NN,O,NOUN.EVENT 
13,system,NN,O,NOUN.GROUP,synchronise,VBP,TV,TRUE,time of devices,NNS,O,NOUN.COGNITION 
13,system,NN,O,NOUN.GROUP,synchronise time within,VB,TV,TRUE,communication system,NN,O,NOUN.ARTIFACT 
14,system,NN,O,NOUN.GROUP,detect,VB,TV,TRUE,operational,JJ,O,OTHER 
14,device,NN,O,NOUN.ARTIFACT,be,VB,IS-A,FALSE,operational,JJ,O,OTHER 
14,object,NN,O,NOUN.TOPS,be,VB,IS-A,FALSE,operational,JJ,O,OTHER 
14,device,NN,O,NOUN.ARTIFACT,be,VB,IS-A,FALSE,fully operational,JJ,O,OTHER 
14,system,NN,O,NOUN.GROUP,detect,VB,TV,TRUE,fully operational,JJ,O,OTHER 
14,system,NN,O,NOUN.GROUP,allow,VBP,PERMISSION,FALSE,detects,VBZ,O,OTHER 
14,object,NN,O,NOUN.TOPS,be,VB,IS-A,FALSE,fully operational,JJ,O,OTHER 
15,system,NN,O,NOUN.GROUP,provide,VBP,TV,TRUE,status reports for components,NNS,O,NOUN.STATE 
15,system,NN,O,NOUN.GROUP,provide,VBP,TV,TRUE,status reports,NNS,O,NOUN.STATE 
16,datum,NN,O,NOUN.COGNITION,be,VB,IS-A,FALSE,stored in plant controller for transmission,NN,O,NOUN.ACT 
16,datum,NN,O,NOUN.COGNITION,be,VB,IS-A,FALSE,stored in plant controller for transmission on demand,NN,O,NOUN.PROCESS 
16,datum,NN,O,NOUN.COGNITION,be store in,VB,IS-A,FALSE,plant controller,NN,TITLE,NOUN.PERSON 
16,system,NN,O,NOUN.GROUP,allow,VBP,PERMISSION,FALSE,data,NNS,O,NOUN.GROUP 
16,datum,NN,O,NOUN.COGNITION,be,VB,IS-A,FALSE,stored,VBN,O,OTHER 
16,datum,NN,O,NOUN.COGNITION,be store for,VB,IS-A,FALSE,transmission on demand,NN,O,NOUN.PROCESS 
16,datum,NN,O,NOUN.COGNITION,be store for,VB,IS-A,FALSE,transmission,NN,O,NOUN.ACT 
17,system,NN,O,NOUN.GROUP,download,VB,TV,FALSE,configuration,NN,O,NOUN.COGNITION 
17,system,NN,O,NOUN.GROUP,retrieve,VBP,TV,FALSE,configuration data,NNS,O,NOUN.GROUP 
18,system,NN,O,NOUN.GROUP,start object within,VB,TV,FALSE,system,NN,O,NOUN.GROUP 
18,system,NN,O,NOUN.GROUP,start,VB,TV,FALSE,objects,NNS,O,OTHER 
18,system,NN,O,NOUN.GROUP,start function within,VB,TV,FALSE,system,NN,O,NOUN.GROUP 
18,system,NN,O,NOUN.GROUP,start,VB,TV,FALSE,functions,NNS,O,OTHER 
20,scientist,NN,PERSON,NOUN.PERSON,exploit,VBP,TV,TRUE,data from bursts,NNS,O,NOUN.GROUP 
20,scientist,NN,PERSON,NOUN.PERSON,origin of,IN,OTHER,FALSE,Gamma-Ray Bursts,NNS,O,OTHER 
20,scientist,NN,PERSON,NOUN.PERSON,exploit,VBP,TV,TRUE,data,NNS,O,NOUN.GROUP 
20,scientist,NN,PERSON,NOUN.PERSON,determine,VB,TV,TRUE,origin of Gamma-Ray Bursts,NNS,O,NOUN.LOCATION 
20,scientist,NN,PERSON,NOUN.PERSON,determine,VB,TV,TRUE,origin,NN,O,NOUN.LOCATION 
21,scientist,NN,PERSON,NOUN.PERSON,exploit,VBP,TV,TRUE,GRB afterglow characteristics,NNS,O,OTHER 
21,scientist,NN,PERSON,NOUN.PERSON,exploit,VBP,TV,TRUE,discovered GRB afterglow characteristics,NNS,O,OTHER 
21,Swift instrumentation,NN,O,NOUN.ARTIFACT,allow,VBP,PERMISSION,FALSE,scientists,NNS,O,OTHER 
21,scientist,NN,PERSON,NOUN.PERSON,exploit,VBP,TV,TRUE,newly discovered GRB afterglow characteristics,NNS,O,OTHER 
22,scientist,NN,PERSON,NOUN.PERSON,determine,VB,TV,TRUE,origin of GRBs,NNS,O,NOUN.LOCATION 
22,Swift,NNP,PERSON,NOUN.PERSON,identify,VBP,TV,TRUE,classes,NNS,O,OTHER 
22,Swift,NNP,PERSON,NOUN.PERSON,allow,VBP,PERMISSION,FALSE,scientists,NNS,O,OTHER 
22,GRB blast wave,NN,PERSON,NOUN.PERSON,interact with,VBP,TV,TRUE,surroundings,NNS,O,NOUN.STATE 
22,Swift,NNP,PERSON,NOUN.PERSON,identify,VBP,TV,TRUE,different classes,NNS,O,OTHER 
22,Swift,NNP,PERSON,NOUN.PERSON,identify,VBP,TV,TRUE,classes of bursts,NNS,O,OTHER 
22,Swift,NNP,PERSON,NOUN.PERSON,identify,VBP,TV,TRUE,different classes of bursts,NNS,O,OTHER 
22,Swift,NNP,PERSON,NOUN.PERSON,allow,VBP,PERMISSION,FALSE,determine,VB,O,OTHER 
22,scientist,NN,PERSON,NOUN.PERSON,determine,VB,TV,TRUE,origin,NN,O,NOUN.LOCATION 
23,spacecraft,NN,O,NOUN.ARTIFACT,shall,MD,AUXILIARY,FALSE,slews in direction,NN,O,NOUN.LOCATION 
23,spacecraft,NN,O,NOUN.ARTIFACT,shall,MD,AUXILIARY,FALSE,slews,NNS,O,NOUN.QUANTITY 
23,spacecraft,NN,O,NOUN.ARTIFACT,shall,MD,AUXILIARY,FALSE,slews in direction of GRB,NNP,O,NOUN.QUANTITY 
23,slew,NN,O,NOUN.QUANTITY,be in,VB,IS-A,FALSE,direction of GRB,NN,O,NOUN.LOCATION 
23,spacecraft,NN,O,NOUN.ARTIFACT,bring,VB,TV,FALSE,it,PRP,O,NOUN.COGNITION 
24,Swift,NNP,PERSON,NOUN.PERSON,have,VBP,POSSESSION,FALSE,Communications Network communicates via dual redundant MIL-STD-1553B serial interface,NN,O,NOUN.ARTIFACT 
24,Swift,NNP,PERSON,NOUN.PERSON,have,VBP,POSSESSION,FALSE,Communications Network communicates,VBZ,O,NOUN.COGNITION 
24,Swift,NNP,PERSON,NOUN.PERSON,have,VBP,POSSESSION,FALSE,Communications Network communicates via MIL-STD-1553B serial interface,NN,O,NOUN.ARTIFACT 
24,Swift,NNP,PERSON,NOUN.PERSON,have,VBP,POSSESSION,FALSE,Communications Network communicates to S/C via redundant MIL-STD-1553B serial interface,NN,O,NOUN.ARTIFACT 
24,Swift,NNP,PERSON,NOUN.PERSON,have,VBP,POSSESSION,FALSE,Communications Network communicates via dual MIL-STD-1553B serial interface,NN,O,NOUN.ARTIFACT 
24,Swift,NNP,PERSON,NOUN.PERSON,have,VBP,POSSESSION,FALSE,Communications Network communicates to S/C,NN,O,NOUN.COGNITION 
24,Swift,NNP,PERSON,NOUN.PERSON,have,VBP,POSSESSION,FALSE,Communications Network communicates to S/C via MIL-STD-1553B serial interface,NN,O,NOUN.ARTIFACT 
24,Swift,NNP,PERSON,NOUN.PERSON,have,VBP,POSSESSION,FALSE,Communications Network communicates to S/C via dual MIL-STD-1553B serial interface,NN,O,NOUN.ARTIFACT 
24,Swift,NNP,PERSON,NOUN.PERSON,have,VBP,POSSESSION,FALSE,Communications Network communicates via redundant MIL-STD-1553B serial interface,NN,O,NOUN.ARTIFACT 
24,Swift,NNP,PERSON,NOUN.PERSON,have,VBP,POSSESSION,FALSE,Communications Network communicates to S/C via dual redundant MIL-STD-1553B serial interface,NN,O,NOUN.ARTIFACT 
25,scientist,NN,PERSON,NOUN.PERSON,collect science datum in,VB,TV,TRUE,form,NN,O,NOUN.COMMUNICATION 
25,scientist,NN,PERSON,NOUN.PERSON,collect,VBP,TV,TRUE,science data,NNS,O,NOUN.GROUP 
25,Swift,NNP,PERSON,NOUN.PERSON,allow,VBP,PERMISSION,FALSE,scientists,NNS,O,OTHER 
25,scientist,NN,PERSON,NOUN.PERSON,collect science datum in,VB,TV,TRUE,form of images,NNS,O,NOUN.COMMUNICATION 
26,telecommand,NN,O,OTHER,control,VB,TV,FALSE,temperature setpoint,NN,O,NOUN.ATTRIBUTE 
26,Swift,NNP,PERSON,NOUN.PERSON,cool ccd by,VB,TV,FALSE,TEC,NNS,O,NOUN.PERSON 
26,Swift,NNP,PERSON,NOUN.PERSON,cool,VB,TV,FALSE,CCD,NNP,O,OTHER 
27,scientist,NN,PERSON,NOUN.PERSON,communicate with,VBP,TV,TRUE,XRT,NN,O,OTHER 
27,Swift,NNP,PERSON,NOUN.PERSON,have,VBP,POSSESSION,FALSE,Communications Network allow,VB,O,NOUN.COGNITION 
28,Swift,NNP,PERSON,NOUN.PERSON,have,VBP,POSSESSION,FALSE,Time Clock allow,VB,O,NOUN.EVENT 
28,scientist,NN,PERSON,NOUN.PERSON,make packet format as,VBP,TV,FALSE,Consultative Committee,NNP,O,NOUN.GROUP 
28,Swift,NNP,PERSON,NOUN.PERSON,have,VBP,POSSESSION,FALSE,Real Time Clock allow,VB,O,NOUN.QUANTITY 
28,scientist,NN,PERSON,NOUN.PERSON,make,VBP,TV,FALSE,packet format,NN,O,NOUN.COMMUNICATION 
28,scientist,NN,PERSON,NOUN.PERSON,make packet format as,VBP,TV,FALSE,Consultative Committee for Space Data Systems Source Packets,NNPS,O,OTHER 
29,scientist,NN,PERSON,NOUN.PERSON,measure,VB,TV,FALSE,change in mechanical alignment,NN,O,NOUN.GROUP 
29,scientist,NN,PERSON,NOUN.PERSON,measure,VB,TV,FALSE,change in alignment of XRT 's tube,NN,O,NOUN.ARTIFACT 
29,XRT,NN,O,OTHER,of,IN,OTHER,FALSE,tube,NN,O,NOUN.ARTIFACT 
29,change,NN,O,NOUN.EVENT,be in,VB,IS-A,FALSE,mechanical alignment of XRT 's tube,NN,O,NOUN.ARTIFACT 
29,scientist,NN,PERSON,NOUN.PERSON,measure,VB,TV,FALSE,change,NN,O,NOUN.EVENT 
29,Telescope alignment,NN,O,NOUN.GROUP,monitor,VB,TV,FALSE,allow,VBP,O,OTHER 
29,scientist,NN,PERSON,NOUN.PERSON,measure,VB,TV,FALSE,change in alignment,NN,O,NOUN.GROUP 
29,scientist,NN,PERSON,NOUN.PERSON,measure,VB,TV,FALSE,change in mechanical alignment of XRT 's tube,NN,O,NOUN.ARTIFACT 
29,Telescope alignment,NN,O,NOUN.GROUP,allow,VBP,PERMISSION,FALSE,scientists,NNS,O,OTHER 
30,Sun Shutter,NNP,O,NOUN.ARTIFACT,have,VBP,POSSESSION,FALSE,its own solar panel,NN,O,NOUN.ARTIFACT 
30,Sun Shutter,NNP,O,NOUN.ARTIFACT,have,VBP,POSSESSION,FALSE,its solar panel for backup power,NN,O,NOUN.PERSON 
30,Sun Shutter,NNP,O,NOUN.ARTIFACT,have,VBP,POSSESSION,FALSE,its own panel,NN,O,NOUN.ARTIFACT 
30,Sun Shutter,NNP,O,NOUN.ARTIFACT,have,VBP,POSSESSION,FALSE,its solar panel for power,NN,O,NOUN.PERSON 
30,Sun Shutter,NNP,O,NOUN.ARTIFACT,have,VBP,POSSESSION,FALSE,its panel for backup power,NN,O,NOUN.PERSON 
30,Sun Shutter,NNP,O,NOUN.ARTIFACT,shall,MD,AUXILIARY,FALSE,shall powered by SPB,NNP,ORGANIZATION,OTHER 
30,Sun Shutter,NNP,O,NOUN.ARTIFACT,have,VBP,POSSESSION,FALSE,its own panel for power,NN,O,NOUN.PERSON 
30,Sun Shutter,NNP,O,NOUN.ARTIFACT,have,VBP,POSSESSION,FALSE,its own panel for backup power,NN,O,NOUN.PERSON 
30,Sun Shutter,NNP,O,NOUN.ARTIFACT,have,VBP,POSSESSION,FALSE,its panel,NN,O,NOUN.ARTIFACT 
30,Sun Shutter,NNP,O,NOUN.ARTIFACT,have,VBP,POSSESSION,FALSE,its own solar panel for backup power,NN,O,NOUN.PERSON 
30,Sun Shutter,NNP,O,NOUN.ARTIFACT,have,VBP,POSSESSION,FALSE,its solar panel,NN,O,NOUN.ARTIFACT 
30,Sun Shutter,NNP,O,NOUN.ARTIFACT,have,VBP,POSSESSION,FALSE,its own solar panel for power,NN,O,NOUN.PERSON 
30,Sun Shutter,NNP,O,NOUN.ARTIFACT,shall,MD,AUXILIARY,FALSE,shall powered,VBN,O,OTHER 
30,Sun Shutter,NNP,O,NOUN.ARTIFACT,have,VBP,POSSESSION,FALSE,its panel for power,NN,O,NOUN.PERSON 
31,xrt,NN,O,OTHER,monitor,VB,TV,FALSE,items,NNS,O,OTHER 
31,xrt,NN,O,OTHER,monitor,VB,TV,FALSE,several items,NNS,O,OTHER 
31,xrt,NN,O,OTHER,report,VB,TV,FALSE,them,PRP,O,OTHER 
31,number,NN,O,NOUN.ATTRIBUTE,be in,VB,IS-A,FALSE,parenthesis,NN,O,NOUN.COMMUNICATION 
32,fsw,NN,O,OTHER,process science datum from,VB,TV,FALSE,camera,NN,O,NOUN.ARTIFACT 
32,relay,NN,O,NOUN.ACT,be in,VB,IS-A,FALSE,form of CCSDS Source Packets,NNPS,O,NOUN.COMMUNICATION 
32,fsw,NN,O,OTHER,process,VB,TV,FALSE,science data,NNS,O,NOUN.GROUP 
32,fsw,NN,O,OTHER,relay,VBD,TV,FALSE,it,PRP,O,NOUN.COGNITION 
33,fsw,NN,O,OTHER,receive command from,VBP,TV,TRUE,SCU,NN,O,OTHER 
33,fsw,NN,O,OTHER,receive,VBP,TV,TRUE,commands,NNS,O,OTHER 
34,fsw,NN,O,OTHER,transmit,VBP,TV,TRUE,housekeeping data,NNS,O,NOUN.GROUP 
34,fsw,NN,O,OTHER,transmit datum to,VBP,TV,TRUE,SCU,NN,O,OTHER 
34,fsw,NN,O,OTHER,transmit,VBP,TV,TRUE,detailed housekeeping data,NNS,O,NOUN.GROUP 
34,fsw,NN,O,OTHER,transmit datum in,VB,TV,TRUE,form,NN,O,NOUN.COMMUNICATION 
34,fsw,NN,O,OTHER,transmit,VBP,TV,TRUE,data,NNS,O,NOUN.GROUP 
34,fsw,NN,O,OTHER,transmit,VBP,TV,TRUE,detailed data,NNS,O,NOUN.GROUP 
34,fsw,NN,O,OTHER,transmit datum in,VB,TV,TRUE,form of CCSDS Source Packets,NNS,O,NOUN.COMMUNICATION 
36,system,NN,O,NOUN.GROUP,allow,VBP,PERMISSION,FALSE,user,NN,O,NOUN.PERSON 
36,user,NN,PERSON,NOUN.PERSON,select,VB,TV,TRUE,product,NN,O,NOUN.ARTIFACT 
36,user,NN,PERSON,NOUN.PERSON,select product,NN,OTHER,FALSE,configure,NN,O,OTHER 
37,system,NN,O,NOUN.GROUP,display,VB,TV,FALSE,available components of product,NN,O,NOUN.ARTIFACT 
38,system,NN,O,NOUN.GROUP,enable,VBP,TV,FALSE,user,NN,O,NOUN.PERSON 
39,system,NN,O,NOUN.GROUP,notify user about,VBP,TV,TRUE,conflict in current configuration,NN,O,NOUN.COGNITION 
40,system,NN,O,NOUN.GROUP,allow,VBP,PERMISSION,FALSE,user,NN,O,NOUN.PERSON 
40,user,NN,PERSON,NOUN.PERSON,update,VBP,TV,FALSE,configuration,NN,O,NOUN.COGNITION 
40,conflict,NN,O,NOUN.ACT,be in,VB,IS-A,FALSE,current configuration,NN,O,NOUN.COGNITION 
41,system,NN,O,NOUN.GROUP,allow,VBP,PERMISSION,FALSE,user,NN,O,NOUN.PERSON 
41,user,NN,PERSON,NOUN.PERSON,confirm,VBP,TV,TRUE,completion of current configuration,NN,O,NOUN.COGNITION 
41,user,NN,PERSON,NOUN.PERSON,confirm,VBP,TV,TRUE,completion,NN,O,NOUN.ACT 
41,user,NN,PERSON,NOUN.PERSON,confirm,VBP,TV,TRUE,completion of configuration,NN,O,NOUN.COGNITION 
42,system,NN,O,NOUN.GROUP,display,VB,TV,FALSE,detailed product categorization,NN,O,NOUN.GROUP 
42,system,NN,O,NOUN.GROUP,display,VB,TV,FALSE,product categorization,NN,O,NOUN.GROUP 
42,system,NN,O,NOUN.GROUP,display product categorization to,VB,TV,FALSE,user,NN,O,NOUN.PERSON 
43,system,NN,O,NOUN.GROUP,enable,VBP,TV,FALSE,user,NN,O,NOUN.PERSON 
43,user,NN,PERSON,NOUN.PERSON,enter,VBP,TV,FALSE,search text,NN,O,NOUN.COMMUNICATION 
43,user,NN,PERSON,NOUN.PERSON,enter search text on,VBP,TV,FALSE,screen,NN,O,NOUN.ARTIFACT 
44,user,NN,PERSON,NOUN.PERSON,select,VB,TV,TRUE,options on screen,NN,O,NOUN.ARTIFACT 
44,system,NN,O,NOUN.GROUP,enable,VBP,TV,FALSE,user,NN,O,NOUN.PERSON 
44,user,NN,PERSON,NOUN.PERSON,select option,NN,OTHER,FALSE,search,NN,O,NOUN.ACT 
44,user,NN,PERSON,NOUN.PERSON,select,VB,TV,TRUE,multiple options on screen,NN,O,NOUN.ARTIFACT 
44,user,NN,PERSON,NOUN.PERSON,select,VB,TV,TRUE,multiple options,NNS,O,NOUN.COGNITION 
44,user,NN,PERSON,NOUN.PERSON,select,VB,TV,TRUE,options,NNS,O,OTHER 
46,system,NN,O,NOUN.GROUP,display,VB,TV,FALSE,only 10 matching result,NN,O,NOUN.PHENOMENON 
46,system,NN,O,NOUN.GROUP,display,VB,TV,FALSE,only 10 result,NN,O,NOUN.PHENOMENON 
47,system,NN,O,NOUN.GROUP,enable,VBP,TV,FALSE,navigate between search,NN,O,NOUN.ACT 
47,system,NN,O,NOUN.GROUP,enable,VBP,TV,FALSE,user,NN,O,NOUN.PERSON 
47,system,NN,O,NOUN.GROUP,enable,VBP,TV,FALSE,navigate,VB,O,OTHER 
47,user,NN,PERSON,NOUN.PERSON,navigate between,VB,TV,TRUE,search,NN,O,NOUN.ACT 
49,system,NN,O,NOUN.GROUP,allow,VBP,PERMISSION,FALSE,user,NN,O,NOUN.PERSON 
49,user,NN,PERSON,NOUN.PERSON,create,VB,TV,TRUE,profile,NN,O,NOUN.COMMUNICATION 
49,system,NN,O,NOUN.GROUP,set,VBD,TV,FALSE,his credential,NN,O,NOUN.COMMUNICATION 
50,system,NN,O,NOUN.GROUP,authenticate,VB,TV,TRUE,user credentials,NNS,O,NOUN.COMMUNICATION 
50,system,NN,O,NOUN.GROUP,view,VB,TV,FALSE,profile,NN,O,NOUN.COMMUNICATION 
51,system,NN,O,NOUN.GROUP,allow,VBP,PERMISSION,FALSE,user,NN,O,NOUN.PERSON 
51,user,NN,PERSON,NOUN.PERSON,update,VBP,TV,FALSE,profile information,NN,O,NOUN.COMMUNICATION 
52,active order history,NN,O,NOUN.TIME,be in,VB,IS-A,FALSE,customer profile,NN,O,NOUN.COMMUNICATION 
52,system,NN,O,NOUN.GROUP,display,VB,TV,FALSE,active order history,NN,O,NOUN.TIME 
52,system,NN,O,NOUN.GROUP,display,VB,TV,FALSE,active order history in customer profile,NN,O,NOUN.COMMUNICATION 
52,system,NN,O,NOUN.GROUP,display,VB,TV,FALSE,order history in customer profile,NN,O,NOUN.COMMUNICATION 
52,system,NN,O,NOUN.GROUP,display,VB,TV,FALSE,order history,NN,O,NOUN.TIME 
53,system,NN,O,NOUN.GROUP,allow,VBP,PERMISSION,FALSE,user,NN,O,NOUN.PERSON 
53,user,NN,PERSON,NOUN.PERSON,select order from,VB,TV,TRUE,order history,NN,O,NOUN.TIME 
53,user,NN,PERSON,NOUN.PERSON,select,VB,TV,TRUE,order,NN,O,NOUN.COMMUNICATION 
54,system,NN,O,NOUN.GROUP,display,VBP,TV,FALSE,information,NN,O,NOUN.COMMUNICATION 
54,system,NN,O,NOUN.GROUP,display,VB,TV,FALSE,detailed information about selected order,NN,O,NOUN.COMMUNICATION 
54,system,NN,O,NOUN.GROUP,display,VB,TV,FALSE,information about selected order,NN,O,NOUN.COMMUNICATION 
54,system,NN,O,NOUN.GROUP,display,VBP,TV,FALSE,detailed information,NN,O,NOUN.COMMUNICATION 
54,system,NN,O,NOUN.GROUP,display,VB,TV,FALSE,detailed information about order,NN,O,NOUN.COMMUNICATION 
54,system,NN,O,NOUN.GROUP,display,VB,TV,FALSE,information about order,NN,O,NOUN.COMMUNICATION 
55,system,NN,O,NOUN.GROUP,display,VB,TV,FALSE,frequently searched items,NNS,O,OTHER 
55,system,NN,O,NOUN.GROUP,display item by,VB,TV,FALSE,user in profile,NN,O,NOUN.COMMUNICATION 
55,user,NN,PERSON,NOUN.PERSON,be in,VB,IS-A,FALSE,profile,NN,O,NOUN.COMMUNICATION 
55,system,NN,O,NOUN.GROUP,display item by,VB,TV,FALSE,user,NN,O,NOUN.PERSON 
55,system,NN,O,NOUN.GROUP,display,VB,TV,FALSE,most frequently searched items,NNS,O,OTHER 
55,system,NN,O,NOUN.GROUP,display,VB,TV,FALSE,items,NNS,O,OTHER 
55,system,NN,O,NOUN.GROUP,display,VB,TV,FALSE,searched items,NNS,O,OTHER 
56,system,NN,O,NOUN.GROUP,allow,VBP,PERMISSION,FALSE,user,NN,O,NOUN.PERSON 
56,system,NN,O,NOUN.GROUP,allow,VBP,PERMISSION,FALSE,register,NN,O,NOUN.COMMUNICATION 
