requirement, subject, s-tag, s-ner, s-type, verb, v-tag, v-cat, v-process, object, o-tag, o-ner, o-type, label 
7,statistics,NNS,O,NON-PERSON,delay of,IN,TV,FALSE,reply,NN,O,TN ,0
7,administrator,NN,TITLE,NON-PERSON,extract,NN,TV,TRUE,statistics,NNS,O,TN ,0
7,statistics,NNS,O,NON-PERSON,percentage of,IN,OTHER,FALSE,transaction,NN,O,TN ,0
7,administrator,NN,TITLE,NON-PERSON,extract,NN,TV,TRUE,statistics of use,NN,O,TN ,0
7,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,administrator,NN,TITLE,TN ,0
7,statistics,NNS,O,NON-PERSON,percentage of,IN,OTHER,FALSE,unsuccessful transaction,NN,O,TN ,0
7,statistics,NNS,O,NON-PERSON,delay by,IN,TV,FALSE,member/period,NN,O,OTHER ,0
7,statistics,NNS,O,NON-PERSON,standard delay of,IN,OTHER,FALSE,reply,NN,O,TN ,0
7,statistics,NNS,O,NON-PERSON,standard delay by,IN,OTHER,FALSE,member/period,NN,O,OTHER ,0
8,system,NN,O,NON-PERSON,must provide,VB,TV,FALSE,management of user rights,NNS,O,TN ,0
8,system,NN,O,NON-PERSON,must provide,VB,TV,FALSE,management,NN,O,TN ,0
9,driver,NN,TITLE,NON-PERSON,in,IN,TN,FALSE,smart cardholder like pre-delivery check,NN,O,TN ,0
9,system,NN,O,NON-PERSON,define type in,IN,TV,FALSE,driver 's cardholder like pre-delivery check,NN,O,TN ,0
9,system,NN,O,NON-PERSON,must,MD,TN,FALSE,must able,JJ,O,TN ,0
9,system,NN,O,NON-PERSON,define type in,IN,TV,FALSE,driver 's smart cardholder like check,NN,O,TN ,0
9,system,NN,O,NON-PERSON,define type in,IN,TV,FALSE,driver 's cardholder like check,NN,O,TN ,0
9,system,NN,O,NON-PERSON,define type in,IN,TV,FALSE,driver 's smart cardholder like pre-delivery check,NN,O,TN ,0
9,system,NN,O,NON-PERSON,define type in,IN,TV,FALSE,driver 's cardholder,NN,O,TN ,0
9,system,NN,O,NON-PERSON,define,VB,TV,TRUE,type,NNS,O,TN ,0
9,system,NN,O,NON-PERSON,define type in,IN,TV,FALSE,driver 's smart cardholder,NN,O,TN ,0
10,system,NN,O,NON-PERSON,must,MD,TN,FALSE,must able,JJ,O,TN ,0
10,system,NN,O,NON-PERSON,include,VB,TV,TRUE,member,NNS,O,TN ,0
10,system,NN,O,NON-PERSON,include,VB,TV,TRUE,new member,NNS,O,TN ,0
10,system,NN,O,NON-PERSON,include,VB,TV,TRUE,member in network,NN,O,TN ,0
10,system,NN,O,NON-PERSON,include member through,IN,TV,FALSE,simple task,NNS,O,TN ,0
10,system,NN,O,NON-PERSON,include member through,IN,TV,FALSE,administrative task,NNS,O,TN ,0
10,new member,NNS,PERSON,PERSON,be in,IN,TV,FALSE,network,NN,O,TN ,0
10,system,NN,O,NON-PERSON,include,VB,TV,TRUE,new member in network,NN,O,TN ,0
10,system,NN,O,NON-PERSON,include member through,IN,TV,FALSE,task,NNS,O,TN ,0
10,system,NN,O,NON-PERSON,include member through,IN,TV,FALSE,simple administrative task,NNS,O,TN ,0
11,system,NN,O,NON-PERSON,must,MD,TN,FALSE,must highly automatic,JJ,O,TN ,0
11,system,NN,O,NON-PERSON,must,MD,TN,FALSE,must automatic,JJ,O,TN ,0
12,system,NN,O,NON-PERSON,must provide at,IN,OTHER,FALSE,application level,NN,O,TN ,0
13,none,NN,O,NON-PERSON,reconstruct,VB,TV,TRUE,european database,NN,O,TN ,0
13,none,NN,O,NON-PERSON,reconstruct database through,IN,TV,FALSE,use,NN,O,TN ,0
13,none,NN,O,NON-PERSON,be,VBZ,TV,FALSE,technically able,JJ,O,OTHER ,0
13,none,NN,O,NON-PERSON,reconstruct,VB,TV,TRUE,database,NN,O,TN ,0
13,none,NN,O,NON-PERSON,be,VBZ,TV,FALSE,able,JJ,O,TA ,0
13,none,NN,O,NON-PERSON,reconstruct database through,IN,TV,FALSE,use of message,NNS,O,TN ,0
13,none,NN,O,NON-PERSON,reconstruct,VB,TV,TRUE,consolidated european database,NN,O,TN ,0
13,none,NN,O,NON-PERSON,reconstruct database through,IN,TV,FALSE,use of message exchange,VBD,O,TN ,0
13,none,NN,O,NON-PERSON,reconstruct,VB,TV,TRUE,consolidated database,NN,O,TN ,0
14,system,NN,O,NON-PERSON,must,MD,TN,FALSE,must such,JJ,O,TN ,0
15,Member State,NNP,O,NON-PERSON,ask for,IN,TV,FALSE,status of card to Card issuing Authority of Member State,NNP,O,TN ,0
15,Member State,NNP,O,NON-PERSON,ask for,IN,TV,FALSE,status of card to Card issuing Authority,NNP,O,TN ,0
15,Member State,NNP,O,NON-PERSON,ask for,IN,TV,FALSE,status to Card issuing Authority of Member State,NNP,O,TN ,0
15,Member State,NNP,O,NON-PERSON,ask for,IN,TV,FALSE,status of card to corresponding Card issuing Authority of Member State,NNP,O,TN ,0
15,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,ask for status of card to corresponding Card issuing Authority,NNP,O,TN ,0
15,Member State,NNP,O,NON-PERSON,ask for,IN,TV,FALSE,status to corresponding Card issuing Authority,NNP,O,TN ,0
15,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,ask for status to corresponding Card issuing Authority of Member State,NNP,O,TN ,0
15,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,ask for status,NN,O,TN ,0
15,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,ask for status of card,NN,O,TN ,0
15,Member State,NNP,O,NON-PERSON,ask for,IN,TV,FALSE,status of card,NN,O,TN ,0
15,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,ask for status of card to corresponding Card issuing Authority of Member State,NNP,O,TN ,0
15,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,ask for status to Card issuing Authority of Member State,NNP,O,TN ,0
15,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,Member State,NNP,O,TN ,0
15,Member State,NNP,O,NON-PERSON,ask for,IN,TV,FALSE,status of card to corresponding Card issuing Authority,NNP,O,TN ,0
15,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,ask for status of card to Card issuing Authority of Member State,NNP,O,TN ,0
15,Member State,NNP,O,NON-PERSON,ask for,IN,TV,FALSE,status,NN,O,TN ,0
15,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,ask for status to Card issuing Authority,NNP,O,TN ,0
15,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,ask for status to corresponding Card issuing Authority,NNP,O,TN ,0
15,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,ask,VB,O,TV ,0
15,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,ask for status of card to Card issuing Authority,NNP,O,TN ,0
15,Member State,NNP,O,NON-PERSON,ask for,IN,TV,FALSE,status to Card issuing Authority,NNP,O,TN ,0
15,Member State,NNP,O,NON-PERSON,ask for,IN,TV,FALSE,status to corresponding Card issuing Authority of Member State,NNP,O,TN ,0
16,Member State,NNP,O,NON-PERSON,send card status modification request to,TO,TV,FALSE,Card issuing Authority,NNP,O,TN ,0
16,Member State,NNP,O,NON-PERSON,send card status modification request to,TO,TV,FALSE,corresponding Card issuing Authority,NNP,O,TN ,0
16,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,Member State,NNP,O,TN ,0
16,Member State,NNP,O,NON-PERSON,send card status modification request to,TO,TV,FALSE,Card issuing Authority of Member State,NNP,O,TN ,0
16,card status modification request,NNS,O,NON-PERSON,issue,VBN,TV,FALSE,card,NN,O,TN ,0
16,Member State,NNP,O,NON-PERSON,send,VB,TV,FALSE,card status modification request,NNS,O,TN ,0
16,Member State,NNP,O,NON-PERSON,send card status modification request to,TO,TV,FALSE,corresponding Card issuing Authority of Member State,NNP,O,TN ,0
17,enforcement authority,NNS,PERSON,PERSON,ask for,IN,TV,FALSE,driver 's card status to Card issuing Authority,NNP,ORGANIZATION,TN ,0
17,driver,NN,TITLE,NON-PERSON,for,IN,OTHER,FALSE,card status to corresponding Card issuing Authority of Member State,NNP,O,TN ,0
17,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,ask for driver 's card status to corresponding Card issuing Authority,NNP,ORGANIZATION,TN ,0
17,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,ask for driver 's card status to Card issuing Authority,NNP,ORGANIZATION,TN ,0
17,enforcement authority,NNS,PERSON,PERSON,ask for,IN,TV,FALSE,driver 's card status,NN,O,TN ,1
17,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,ask for driver 's card status to Card issuing Authority of Member State,NNP,O,TN ,0
17,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,enforcement authority,NNS,O,TN ,0
17,enforcement authority,NNS,PERSON,PERSON,ask for,IN,TV,FALSE,driver 's card status to corresponding Card issuing Authority,NNP,ORGANIZATION,TN ,0
17,enforcement authority,NNS,PERSON,PERSON,ask for,IN,TV,FALSE,driver 's card status to corresponding Card issuing Authority of Member State,NNP,O,TN ,0
17,enforcement authority,NNS,PERSON,PERSON,ask for,IN,TV,FALSE,driver 's card status to Card issuing Authority of Member State,NNP,O,TN ,0
17,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,ask for driver 's card status to corresponding Card issuing Authority of Member State,NNP,O,TN ,0
17,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,ask for driver 's card status,NN,O,TN ,0
17,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,ask,VB,O,TV ,0
18,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,ask to Card issuing Authority of Member State,NNP,O,TN ,0
18,enforcement authority,NNS,PERSON,PERSON,ask to,TO,TV,FALSE,Card issuing Authority of Member State,NNP,O,TN ,1
18,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,ask to corresponding Card issuing Authority of Member State,NNP,O,TN ,0
18,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,ask for workshop card status to Card issuing Authority of Member State,NNP,O,TN ,0
18,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,ask to Card issuing Authority,NNP,ORGANIZATION,TN ,0
18,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,ask to corresponding Card issuing Authority,NNP,ORGANIZATION,TN ,0
18,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,ask for workshop card status to corresponding Card issuing Authority,NNP,ORGANIZATION,TN ,0
18,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,ask for workshop card status to corresponding Card issuing Authority of Member State,NNP,O,TN ,0
18,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,ask for workshop card status,NN,O,TN ,0
18,enforcement authority,NNS,PERSON,PERSON,ask for,IN,TV,FALSE,workshop card status,NN,O,TN ,1
18,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,enforcement authority,NNS,O,TN ,0
18,enforcement authority,NNS,PERSON,PERSON,ask to,TO,TV,FALSE,Card issuing Authority,NNP,ORGANIZATION,TN ,1
18,enforcement authority,NNS,PERSON,PERSON,ask to,TO,TV,FALSE,corresponding Card issuing Authority,NNP,ORGANIZATION,TN ,1
18,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,ask for workshop card status to Card issuing Authority,NNP,ORGANIZATION,TN ,0
18,enforcement authority,NNS,PERSON,PERSON,ask to,TO,TV,FALSE,corresponding Card issuing Authority of Member State,NNP,O,TN ,1
18,system,NN,O,NON-PERSON,must allow,VB,TV,FALSE,ask,VB,O,TV ,0
