requirement, subject, s-tag, s-ner, s-type, verb, v-tag, v-cat, v-process, object, o-tag, o-ner, o-type, label 
7,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,administrator,NN,TITLE,NOUN.PERSON ,0
7,statistics,NNS,O,NOUN.COGNITION,percentage of,IN,OTHER,FALSE,unsuccessful transaction,NN,O,NOUN.ACT ,0
7,statistics,NNS,O,NOUN.COGNITION,delay by,IN,TV,FALSE,member/period,NN,O,OTHER ,0
7,statistics,NNS,O,NOUN.COGNITION,standard delay of,IN,OTHER,FALSE,reply,NN,O,NOUN.COMMUNICATION ,0
7,statistics,NNS,O,NOUN.COGNITION,standard delay by,IN,OTHER,FALSE,member/period,NN,O,OTHER ,0
8,system,NN,O,NOUN.GROUP,must provide,VB,TV,FALSE,management of user rights,NNS,O,NOUN.ACT ,0
8,system,NN,O,NOUN.GROUP,must provide,VB,TV,FALSE,management,NN,O,NOUN.ACT ,0
9,driver,NN,PERSON,NOUN.PERSON,in,IN,OTHER,FALSE,smart cardholder like pre-delivery check,NN,O,NOUN.POSSESSION ,0
9,system,NN,O,NOUN.GROUP,define type in,IN,TV,FALSE,driver 's cardholder like pre-delivery check,NN,O,NOUN.POSSESSION ,0
9,system,NN,O,NOUN.GROUP,must,MD,OTHER,FALSE,must able,JJ,O,NOUN.OBJECT ,0
9,system,NN,O,NOUN.GROUP,define type in,IN,TV,FALSE,driver 's smart cardholder like check,NN,O,NOUN.POSSESSION ,0
9,system,NN,O,NOUN.GROUP,define type in,IN,TV,FALSE,driver 's cardholder like check,NN,O,NOUN.POSSESSION ,0
9,system,NN,O,NOUN.GROUP,define type in,IN,TV,FALSE,driver 's smart cardholder like pre-delivery check,NN,O,NOUN.POSSESSION ,0
9,system,NN,O,NOUN.GROUP,define type in,IN,TV,FALSE,driver 's cardholder,NN,O,NOUN.PERSON ,0
9,system,NN,O,NOUN.GROUP,define,VB,TV,TRUE,type,NNS,O,NOUN.PERSON ,0
9,system,NN,O,NOUN.GROUP,define type in,IN,TV,FALSE,driver 's smart cardholder,NN,O,NOUN.PERSON ,0
10,system,NN,O,NOUN.GROUP,must,MD,OTHER,FALSE,must able,JJ,O,NOUN.OBJECT ,0
10,system,NN,O,NOUN.GROUP,include,VB,TV,TRUE,member,NNS,O,NOUN.PERSON ,0
10,system,NN,O,NOUN.GROUP,include,VB,TV,TRUE,new member,NNS,O,NOUN.PERSON ,0
10,system,NN,O,NOUN.GROUP,include,VB,TV,TRUE,member in network,NN,O,NOUN.GROUP ,0
10,system,NN,O,NOUN.GROUP,include member through,IN,TV,FALSE,simple task,NNS,O,NOUN.ACT ,0
10,system,NN,O,NOUN.GROUP,include member through,IN,TV,FALSE,administrative task,NNS,O,NOUN.ACT ,0
10,new member,NNS,PERSON,NOUN.PERSON,be in,IN,TV,FALSE,network,NN,O,NOUN.GROUP ,0
10,system,NN,O,NOUN.GROUP,include,VB,TV,TRUE,new member in network,NN,O,NOUN.GROUP ,0
10,system,NN,O,NOUN.GROUP,include member through,IN,TV,FALSE,task,NNS,O,NOUN.ACT ,0
10,system,NN,O,NOUN.GROUP,include member through,IN,TV,FALSE,simple administrative task,NNS,O,NOUN.ACT ,0
11,system,NN,O,NOUN.GROUP,must,MD,OTHER,FALSE,must highly automatic,JJ,O,NOUN.ARTIFACT ,0
11,system,NN,O,NOUN.GROUP,must,MD,OTHER,FALSE,must automatic,JJ,O,NOUN.ARTIFACT ,0
12,system,NN,O,NOUN.GROUP,must provide at,IN,OTHER,FALSE,application level,NN,O,NOUN.ATTRIBUTE ,0
13,none,NN,O,NOUN.TIME,reconstruct,VB,TV,TRUE,european database,NN,O,NOUN.COMMUNICATION ,0
13,none,NN,O,NOUN.TIME,reconstruct database through,IN,TV,FALSE,use,NN,O,NOUN.ACT ,0
13,none,NN,O,NOUN.TIME,be,VBZ,IS-A,FALSE,technically able,JJ,O,OTHER ,0
13,none,NN,O,NOUN.TIME,reconstruct,VB,TV,TRUE,database,NN,O,NOUN.COMMUNICATION ,0
13,none,NN,O,NOUN.TIME,be,VBZ,IS-A,FALSE,able,JJ,O,ADJ.ALL ,0
13,none,NN,O,NOUN.TIME,reconstruct database through,IN,TV,FALSE,use of message,NNS,O,NOUN.COMMUNICATION ,0
13,none,NN,O,NOUN.TIME,reconstruct,VB,TV,TRUE,consolidated european database,NN,O,NOUN.COMMUNICATION ,0
13,none,NN,O,NOUN.TIME,reconstruct database through,IN,TV,FALSE,use of message exchange,VBD,O,NOUN.PHENOMENON ,0
13,none,NN,O,NOUN.TIME,reconstruct,VB,TV,TRUE,consolidated database,NN,O,NOUN.COMMUNICATION ,0
14,system,NN,O,NOUN.GROUP,must,MD,OTHER,FALSE,must such,JJ,O,NOUN.OBJECT ,0
15,Member State,NNP,O,NOUN.GROUP,ask for,IN,TV,FALSE,status of card to Card issuing Authority of Member State,NNP,O,NOUN.GROUP ,0
15,Member State,NNP,O,NOUN.GROUP,ask for,IN,TV,FALSE,status of card to Card issuing Authority,NNP,O,NOUN.PERSON ,0
15,Member State,NNP,O,NOUN.GROUP,ask for,IN,TV,FALSE,status to Card issuing Authority of Member State,NNP,O,NOUN.GROUP ,0
15,Member State,NNP,O,NOUN.GROUP,ask for,IN,TV,FALSE,status of card to corresponding Card issuing Authority of Member State,NNP,O,NOUN.GROUP ,0
15,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,ask for status of card to corresponding Card issuing Authority,NNP,O,NOUN.PERSON ,0
15,Member State,NNP,O,NOUN.GROUP,ask for,IN,TV,FALSE,status to corresponding Card issuing Authority,NNP,O,NOUN.PERSON ,0
15,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,ask for status to corresponding Card issuing Authority of Member State,NNP,O,NOUN.GROUP ,0
15,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,ask for status,NN,O,NOUN.STATE ,0
15,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,ask for status of card,NN,O,NOUN.PERSON ,0
15,Member State,NNP,O,NOUN.GROUP,ask for,IN,TV,FALSE,status of card,NN,O,NOUN.PERSON ,0
15,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,ask for status of card to corresponding Card issuing Authority of Member State,NNP,O,NOUN.GROUP ,0
15,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,ask for status to Card issuing Authority of Member State,NNP,O,NOUN.GROUP ,0
15,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,Member State,NNP,O,NOUN.GROUP ,0
15,Member State,NNP,O,NOUN.GROUP,ask for,IN,TV,FALSE,status of card to corresponding Card issuing Authority,NNP,O,NOUN.PERSON ,0
15,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,ask for status of card to Card issuing Authority of Member State,NNP,O,NOUN.GROUP ,0
15,Member State,NNP,O,NOUN.GROUP,ask for,IN,TV,FALSE,status,NN,O,NOUN.STATE ,0
15,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,ask for status to Card issuing Authority,NNP,O,NOUN.PERSON ,0
15,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,ask for status to corresponding Card issuing Authority,NNP,O,NOUN.PERSON ,0
15,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,ask,VB,O,VERB.COMMUNICATION ,0
15,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,ask for status of card to Card issuing Authority,NNP,O,NOUN.PERSON ,0
15,Member State,NNP,O,NOUN.GROUP,ask for,IN,TV,FALSE,status to Card issuing Authority,NNP,O,NOUN.PERSON ,0
15,Member State,NNP,O,NOUN.GROUP,ask for,IN,TV,FALSE,status to corresponding Card issuing Authority of Member State,NNP,O,NOUN.GROUP ,0
16,Member State,NNP,O,NOUN.GROUP,send card status modification request to,TO,TV,FALSE,Card issuing Authority,NNP,O,NOUN.PERSON ,0
16,Member State,NNP,O,NOUN.GROUP,send card status modification request to,TO,TV,FALSE,corresponding Card issuing Authority,NNP,O,NOUN.PERSON ,0
16,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,Member State,NNP,O,NOUN.GROUP ,0
16,Member State,NNP,O,NOUN.GROUP,send card status modification request to,TO,TV,FALSE,Card issuing Authority of Member State,NNP,O,NOUN.GROUP ,0
16,card status modification request,NNS,O,NOUN.COMMUNICATION,issue,VBN,TV,FALSE,card,NN,O,NOUN.PERSON ,0
16,Member State,NNP,O,NOUN.GROUP,send,VB,TV,FALSE,card status modification request,NNS,O,NOUN.COMMUNICATION ,0
16,Member State,NNP,O,NOUN.GROUP,send card status modification request to,TO,TV,FALSE,corresponding Card issuing Authority of Member State,NNP,O,NOUN.GROUP ,0
17,enforcement authority,NNS,PERSON,NOUN.PERSON,ask for,IN,TV,FALSE,driver 's card status to Card issuing Authority,NNP,ORGANIZATION,NOUN.PERSON ,1
17,driver,NN,PERSON,NOUN.PERSON,for,IN,OTHER,FALSE,card status to corresponding Card issuing Authority of Member State,NNP,O,NOUN.GROUP ,0
17,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,ask for driver 's card status to corresponding Card issuing Authority,NNP,ORGANIZATION,NOUN.PERSON ,0
17,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,ask for driver 's card status to Card issuing Authority,NNP,ORGANIZATION,NOUN.PERSON ,0
17,enforcement authority,NNS,PERSON,NOUN.PERSON,ask for,IN,TV,FALSE,driver 's card status,NN,O,NOUN.STATE ,1
17,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,ask for driver 's card status to Card issuing Authority of Member State,NNP,O,NOUN.GROUP ,0
17,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,enforcement authority,NNS,O,NOUN.PERSON ,0
17,enforcement authority,NNS,PERSON,NOUN.PERSON,ask for,IN,TV,FALSE,driver 's card status to corresponding Card issuing Authority,NNP,ORGANIZATION,NOUN.PERSON ,0
17,enforcement authority,NNS,PERSON,NOUN.PERSON,ask for,IN,TV,FALSE,driver 's card status to corresponding Card issuing Authority of Member State,NNP,O,NOUN.GROUP ,0
17,enforcement authority,NNS,PERSON,NOUN.PERSON,ask for,IN,TV,FALSE,driver 's card status to Card issuing Authority of Member State,NNP,O,NOUN.GROUP ,0
17,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,ask for driver 's card status to corresponding Card issuing Authority of Member State,NNP,O,NOUN.GROUP ,0
17,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,ask for driver 's card status,NN,O,NOUN.STATE ,0
17,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,ask,VB,O,VERB.COMMUNICATION ,0
18,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,ask to Card issuing Authority of Member State,NNP,O,NOUN.GROUP ,0
18,enforcement authority,NNS,PERSON,NOUN.PERSON,ask to,TO,TV,FALSE,Card issuing Authority of Member State,NNP,O,NOUN.GROUP ,1
18,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,ask to corresponding Card issuing Authority of Member State,NNP,O,NOUN.GROUP ,0
18,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,ask for workshop card status to Card issuing Authority of Member State,NNP,O,NOUN.GROUP ,0
18,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,ask to Card issuing Authority,NNP,ORGANIZATION,NOUN.PERSON ,0
18,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,ask to corresponding Card issuing Authority,NNP,ORGANIZATION,NOUN.PERSON ,0
18,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,ask for workshop card status to corresponding Card issuing Authority,NNP,ORGANIZATION,NOUN.PERSON ,0
18,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,ask for workshop card status to corresponding Card issuing Authority of Member State,NNP,O,NOUN.GROUP ,0
18,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,ask for workshop card status,NN,O,NOUN.STATE ,0
18,enforcement authority,NNS,PERSON,NOUN.PERSON,ask for,IN,TV,FALSE,workshop card status,NN,O,NOUN.STATE ,1
18,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,enforcement authority,NNS,O,NOUN.PERSON ,0
18,enforcement authority,NNS,PERSON,NOUN.PERSON,ask to,TO,TV,FALSE,Card issuing Authority,NNP,ORGANIZATION,NOUN.PERSON ,1
18,enforcement authority,NNS,PERSON,NOUN.PERSON,ask to,TO,TV,FALSE,corresponding Card issuing Authority,NNP,ORGANIZATION,NOUN.PERSON ,1
18,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,ask for workshop card status to Card issuing Authority,NNP,ORGANIZATION,NOUN.PERSON ,0
18,enforcement authority,NNS,PERSON,NOUN.PERSON,ask to,TO,TV,FALSE,corresponding Card issuing Authority of Member State,NNP,O,NOUN.GROUP ,1
18,system,NN,O,NOUN.GROUP,must allow,VB,TV,FALSE,ask,VB,O,VERB.COMMUNICATION ,0
