requirement, subject, s-tag, s-ner, s-type, verb, v-tag, v-cat, v-process, object, o-tag, o-ner, o-type, label 
12,user,NN,PERSON,PERSON,navigate between,IN,TV,Y,search,NN,O,TN ,1
14,system,NN,O,NON-PERSON,shall allow,VB,TV,Y,user,NN,O,TN ,0
14,user,NN,PERSON,PERSON,create,VB,TV,Y,profile,NN,O,TN ,1
14,system,NN,O,NON-PERSON,set,VBD,TV,Y,he credential,NN,O,TN ,0
15,system,NN,O,NON-PERSON,shall authenticate,VB,TV,Y,user credentials,NNS,O,TN ,0
15,system,NN,O,NON-PERSON,view,VB,TV,Y,profile,NN,O,TN ,0
16,system,NN,O,NON-PERSON,shall allow,VB,TV,Y,user,NN,O,TN ,0
16,user,NN,PERSON,PERSON,update,VB,TV,Y,profile information,NN,O,TN ,1
17,active order history,NN,O,NON-PERSON,be in,IN,TV,Y,customer profile,NN,O,TN ,0
17,system,NN,O,NON-PERSON,shall display,VB,TV,Y,active order history,NN,O,TN ,0
17,system,NN,O,NON-PERSON,shall display,VB,TV,Y,active order history in customer profile,NN,O,TN ,0
17,system,NN,O,NON-PERSON,shall display,VB,TV,Y,order history in customer profile,NN,O,TN ,0
17,system,NN,O,NON-PERSON,shall display,VB,TV,Y,order history,NN,O,TN ,0
18,system,NN,O,NON-PERSON,shall allow,VB,TV,Y,user,NN,O,TN ,0
18,user,NN,PERSON,PERSON,select order from,IN,TV,Y,order history,NN,O,TN ,1
18,user,NN,PERSON,PERSON,select,VB,TV,Y,order,NN,O,TN ,1
19,system,NN,O,NON-PERSON,shall display,VB,TV,Y,information,NN,O,TN ,0
19,system,NN,O,NON-PERSON,shall display,VB,TV,Y,detailed information about select order,NN,O,TN ,0
19,system,NN,O,NON-PERSON,shall display,VB,TV,Y,information about select order,NN,O,TN ,0
19,system,NN,O,NON-PERSON,shall display,VB,TV,Y,detailed information,NN,O,TN ,0
19,system,NN,O,NON-PERSON,shall display,VB,TV,Y,detailed information about order,NN,O,TN ,0
19,system,NN,O,NON-PERSON,shall display,VB,TV,Y,information about order,NN,O,TN ,0
20,system,NN,O,NON-PERSON,shall display,VB,TV,Y,frequently search item,NNS,O,TN ,0
20,system,NN,O,NON-PERSON,shall display item by,IN,OTHER,N,user in profile,NN,O,TN ,0
20,user,NN,PERSON,PERSON,be in,IN,TV,Y,profile,NN,O,TN ,1
20,system,NN,O,NON-PERSON,shall display item by,IN,OTHER,N,user,NN,O,TN ,0
20,system,NN,O,NON-PERSON,shall display,VB,TV,Y,most frequently search item,NNS,O,TN ,0
20,system,NN,O,NON-PERSON,shall display,VB,TV,Y,item,NNS,O,TN ,0
20,system,NN,O,NON-PERSON,shall display,VB,TV,Y,search item,NNS,O,TN ,0
21,system,NN,O,NON-PERSON,shall allow,VB,TV,Y,user,NN,O,TN ,0
21,system,NN,O,NON-PERSON,shall allow,VB,TV,Y,register,VB,O,TN ,0
21,system,NN,O,NON-PERSON,shall allow,VB,TV,Y,register for newsletter in profile,NN,O,TN ,0
21,system,NN,O,NON-PERSON,shall allow,VB,TV,Y,register for newsletter,NNS,O,TN ,0
21,user,NN,PERSON,PERSON,register for,IN,TV,Y,newsletter in profile,NN,O,TN ,1
21,user,NN,PERSON,PERSON,register for,IN,TV,Y,newsletter,NNS,O,TN ,1
21,newsletter,NNS,O,NON-PERSON,be in,IN,TV,Y,profile,NN,O,TN ,0
22,system,NN,O,NON-PERSON,shall provide,VB,TV,Y,online help,NN,O,TN ,0
22,system,NN,O,NON-PERSON,shall provide,VB,TV,Y,sitemap option for customer support,NN,O,TN ,0
22,system,NN,O,NON-PERSON,shall provide,VB,TV,Y,sitemap option,NNS,O,TN ,0
22,faq,NN,ORGANIZATION,NON-PERSON,have,null,TV,Y,customer support,NN,O,TN ,0
22,system,NN,O,NON-PERSON,shall provide,VB,TV,Y,help,NN,O,TN ,0
22,system,NN,O,NON-PERSON,shall provide,VB,TV,Y,faq 's customer support,NN,O,TN ,0
23,user,NN,PERSON,PERSON,select,VB,TV,Y,support type,NN,O,TN ,1
23,system,NN,O,NON-PERSON,shall allow,VB,TV,Y,user,NN,O,TN ,0
24,system,NN,O,NON-PERSON,shall allow,VB,TV,Y,user,NN,O,TN ,0
24,user,NN,PERSON,PERSON,enter customer information for,IN,TV,Y,support,NN,O,TN ,1
24,user,NN,PERSON,PERSON,enter,VB,TV,Y,customer information,NN,O,TN ,1
25,system,NN,O,NON-PERSON,shall display customer support contact number on,IN,OTHER,N,screen,NN,O,TN ,0
25,system,NN,O,NON-PERSON,shall display,VB,TV,Y,customer support contact number,NNS,O,TN ,0
26,system,NN,O,NON-PERSON,shall allow,VB,TV,Y,user,NN,O,TN ,0
26,user,NN,PERSON,PERSON,enter contact number,NN,TV,Y,support personnel call,VB,O,TN ,1
26,user,NN,PERSON,PERSON,enter,VB,TV,Y,contact number,NN,O,TN ,1
27,system,NN,O,NON-PERSON,shall display,VB,TV,Y,help,NN,O,TN ,0
27,system,NN,O,NON-PERSON,shall display help upon,IN,OTHER,N,request,NN,O,TN ,0
27,system,NN,O,NON-PERSON,shall display,VB,TV,Y,online help,NN,O,TN ,0
28,system,NN,O,NON-PERSON,shall display,VB,TV,Y,FAQ,NNP,O,TN ,0
28,system,NN,O,NON-PERSON,shall display faq upon,IN,OTHER,N,request,NN,O,TN ,0
29,system,NN,O,NON-PERSON,shall maintain customer email information as,IN,OTHER,N,required part of customer profile,NN,O,TN ,0
29,system,NN,O,NON-PERSON,shall maintain,VB,TV,Y,customer email information,NN,O,TN ,0
29,system,NN,O,NON-PERSON,shall maintain customer email information as,IN,OTHER,N,part of customer profile,NN,O,TN ,0
29,system,NN,O,NON-PERSON,shall maintain customer email information as,IN,OTHER,N,required part,NN,O,TN ,0
29,system,NN,O,NON-PERSON,shall maintain customer email information as,IN,OTHER,N,part,NN,O,TN ,0
30,system,NN,O,NON-PERSON,shall send,VB,TV,Y,order,NN,O,TN ,0
31,system,NN,O,NON-PERSON,shall display,VB,TV,Y,invoice,NN,O,TN ,0
31,system,NN,O,NON-PERSON,shall display invoice,NN,TV,Y,confirm,VBN,O,TV ,0
31,system,NN,O,NON-PERSON,shall display invoice for,IN,OTHER,N,order,NN,O,TN ,0
31,system,NN,O,NON-PERSON,shall display,VB,TV,Y,detailed invoice,NN,O,TN ,0
31,it,PRP,O,NON-PERSON,be,VBZ,TV,Y,confirm,VBN,O,TV ,0
31,system,NN,O,NON-PERSON,shall display invoice for,IN,OTHER,N,current order,NN,O,TN ,0
32,system,NN,O,NON-PERSON,shall allow,VB,TV,Y,user,NN,O,TN ,0
32,system,NN,O,NON-PERSON,shall optionally allow,VB,TV,Y,user,NN,O,TN ,0
32,user,NN,PERSON,PERSON,print,VB,TV,Y,invoice,NN,O,TN ,1
33,system,NN,O,NON-PERSON,shall provide,VB,TV,Y,shopping cart,NN,O,TN ,0
33,system,NN,O,NON-PERSON,shall provide shopping cart during,IN,OTHER,N,online purchase,NN,O,TN ,0
33,system,NN,O,NON-PERSON,shall provide shopping cart during,IN,OTHER,N,purchase,NN,O,TN ,0
34,add/remove product,NNS,O,NON-PERSON,be in,IN,TV,Y,shopping cart,NN,O,TN ,0
34,system,NN,O,NON-PERSON,shall allow user to,TO,OTHER,N,add/remove product in shopping cart,NN,O,TN ,0
34,system,NN,O,NON-PERSON,shall allow,VB,TV,Y,user,NN,O,TN ,0
34,system,NN,O,NON-PERSON,shall allow to,TO,OTHER,N,add/remove product in shopping cart,NN,O,TN ,0
34,system,NN,O,NON-PERSON,shall allow user to,TO,OTHER,N,add/remove product,NNS,O,TN ,0
34,system,NN,O,NON-PERSON,shall allow to,TO,OTHER,N,add/remove product,NNS,O,TN ,0
34,system,NN,O,NON-PERSON,shall allow to,TO,OTHER,N,product,NNS,O,TN ,0
34,system,NN,O,NON-PERSON,shall allow to,TO,OTHER,N,product in shopping cart,NN,O,TN ,0
34,system,NN,O,NON-PERSON,shall allow user to,TO,OTHER,N,product,NNS,O,TN ,0
34,system,NN,O,NON-PERSON,shall allow user to,TO,OTHER,N,product in shopping cart,NN,O,TN ,0
35,system,NN,O,NON-PERSON,shall display,VB,TV,Y,different shipping option provide,VBN,O,OTHER ,0
35,system,NN,O,NON-PERSON,shall display,VB,TV,Y,shipping option provide,VBN,O,TN ,0
35,system,NN,O,NON-PERSON,shall display,VB,TV,Y,different shipping option,NNS,O,TN ,0
35,system,NN,O,NON-PERSON,shall display,VB,TV,Y,shipping option provide by shipping department,NN,O,TN ,0
35,system,NN,O,NON-PERSON,shall display,VB,TV,Y,different shipping option provide by shipping department,NN,O,TN ,0
35,system,NN,O,NON-PERSON,shall display,VB,TV,Y,shipping option,NNS,O,TN ,0
36,user,NN,PERSON,PERSON,select,VB,TV,Y,shipping method,NN,O,TN ,1
36,system,NN,O,NON-PERSON,shall enable,VB,TV,Y,user,NN,O,TN ,0
36,user,NN,PERSON,PERSON,select shipping method during,IN,TV,Y,payment process,NN,O,TN ,1
37,system,NN,O,NON-PERSON,shall display,VB,TV,Y,shipping charge,NNS,O,TN ,0
38,system,NN,O,NON-PERSON,shall display,VB,TV,Y,duration,NN,O,TN ,0
38,system,NN,O,NON-PERSON,shall display,VB,TV,Y,duration for shipping,NN,O,TN ,0
38,system,NN,O,NON-PERSON,shall display,VB,TV,Y,tentative duration for shipping,NN,O,TN ,0
38,system,NN,O,NON-PERSON,shall display,VB,TV,Y,tentative duration,NN,O,TN ,0
39,system,NN,O,NON-PERSON,shall allow,VB,TV,Y,user,NN,O,TN ,0
39,user,NN,PERSON,PERSON,enter,VB,TV,Y,order information for tracking,NN,O,TN ,1
39,user,NN,PERSON,PERSON,enter,VB,TV,Y,order information,NN,O,TN ,1
40,system,NN,O,NON-PERSON,shall display,VB,TV,Y,current tracking information about order,NN,O,TN ,0
40,system,NN,O,NON-PERSON,shall display,VB,TV,Y,tracking information,NN,O,TN ,0
40,system,NN,O,NON-PERSON,shall display,VB,TV,Y,tracking information about order,NN,O,TN ,0
40,system,NN,O,NON-PERSON,shall display,VB,TV,Y,current tracking information,NN,O,TN ,0
41,system,NN,O,NON-PERSON,shall calculate tax for,IN,OTHER,N,order,NN,O,TN ,0
41,system,NN,O,NON-PERSON,shall calculate,VB,TV,Y,tax,NN,O,TN ,0
42,system,NN,O,NON-PERSON,shall display tax information for,IN,OTHER,N,order,NN,O,TN ,0
42,system,NN,O,NON-PERSON,shall display,VB,TV,Y,tax information,NN,O,TN ,0
43,system,NN,O,NON-PERSON,shall display,VB,TV,Y,payment method,NNS,O,TN ,0
43,system,NN,O,NON-PERSON,shall display,VB,TV,Y,available payment method,NNS,O,TN ,0
43,system,NN,O,NON-PERSON,shall display,VB,TV,Y,available payment method for payment,NN,O,TN ,0
43,system,NN,O,NON-PERSON,shall display,VB,TV,Y,payment method for payment,NN,O,TN ,0
44,system,NN,O,NON-PERSON,shall allow,VB,TV,Y,user,NN,O,TN ,0
44,user,NN,PERSON,PERSON,select,VB,TV,Y,payment method for order,NN,O,TN ,1
44,user,NN,PERSON,PERSON,select,VB,TV,Y,payment method,NN,O,TN ,1
45,system,NN,O,NON-PERSON,shall display,VB,TV,Y,order,NNS,O,TN ,0
46,system,NN,O,NON-PERSON,shall allow,VB,TV,Y,user,NN,O,TN ,0
47,system,NN,O,NON-PERSON,shall allow,VB,TV,Y,user,NN,O,TN ,0
47,user,NN,PERSON,PERSON,cancel,VB,TV,Y,order,NN,O,TN ,1
48,system,NN,O,NON-PERSON,shall allow,VB,TV,Y,user,NN,O,TN ,0
48,user,NN,PERSON,PERSON,change,VB,TV,Y,shipping,NN,O,TN ,1
48,user,NN,PERSON,PERSON,change,VB,TV,Y,payment method,NN,O,TN ,1
49,system,NN,O,NON-PERSON,shall notify user about,IN,OTHER,N,change make to order,NN,O,TN ,0
50,it,PRP,O,NON-PERSON,be,VBZ,TV,Y,when select,VBN,O,OTHER ,0
50,system,NN,O,NON-PERSON,shall display,VB,TV,Y,review of product,NN,O,TN ,0
50,it,PRP,O,NON-PERSON,be,VBZ,TV,Y,select,VBN,O,TV ,0
50,system,NN,O,NON-PERSON,shall display,VB,TV,Y,rating,NNS,O,TN ,0
51,system,NN,O,NON-PERSON,shall enable,VB,TV,Y,user,NN,O,TN ,0
51,user,NN,PERSON,PERSON,enter,VB,TV,Y,rating,NNS,O,TN ,1
51,user,NN,PERSON,PERSON,enter,VB,TV,Y,they review,NNS,O,TN ,1
52,system,NN,O,NON-PERSON,shall display,VB,TV,Y,available financing option,NNS,O,TN ,0
53,system,NN,O,NON-PERSON,shall allow,VB,TV,Y,user,NN,O,TN ,0
53,user,NN,PERSON,PERSON,select,VB,TV,Y,financing option,NN,O,TN ,1
54,system,NN,O,NON-PERSON,shall notify,VB,TV,Y,use about financing request,NN,O,TN ,0
54,system,NN,O,NON-PERSON,shall notify,VB,TV,Y,use,NN,O,TN ,0
55,system,NN,O,NON-PERSON,shall allow,VB,TV,Y,user,NN,O,TN ,0
55,user,NN,PERSON,PERSON,view,VB,TV,Y,detailed sitemap,NN,O,OTHER ,1
55,user,NN,PERSON,PERSON,view,VB,TV,Y,sitemap,NN,O,OTHER ,1
56,system,NN,O,NON-PERSON,shall display,VB,TV,Y,available promotion,NNS,O,TN ,0
57,system,NN,O,NON-PERSON,shall allow,VB,TV,Y,user,NN,O,TN ,0
57,user,NN,PERSON,PERSON,select,VB,TV,Y,promotion,NN,O,TN ,1
57,user,NN,PERSON,PERSON,select,VB,TV,Y,available promotion,NN,O,TN ,1
58,system,NN,O,NON-PERSON,shall allow,VB,TV,Y,user,NN,O,TN ,0
58,user,NN,PERSON,PERSON,confirm,VB,TV,Y,purchase,NN,O,TN ,1
59,user,NN,PERSON,PERSON,enter,VB,TV,Y,payment information,NN,O,TN ,1
59,system,NN,O,NON-PERSON,shall enable,VB,TV,Y,user,NN,O,TN ,0
60,system,NN,O,NON-PERSON,shall provide,VB,TV,Y,uniform look,NN,O,TN ,0
60,system,NN,O,NON-PERSON,shall provide,VB,TV,Y,look,NN,O,TN ,0
60,system,NN,O,NON-PERSON,feel between,IN,TV,Y,web page,NNS,O,TN ,0
61,system,NN,O,NON-PERSON,shall provide,VB,TV,Y,image for product,NN,O,TN ,0
61,system,NN,O,NON-PERSON,shall provide,VB,TV,Y,digital image for product,NN,O,TN ,0
62,system,NN,O,NON-PERSON,shall provide,VB,TV,Y,use,NN,O,TN ,0
62,system,NN,O,NON-PERSON,shall provide,VB,TV,Y,use of icon,NNS,O,TN ,0
63,system,NN,O,NON-PERSON,shall provide,VB,TV,Y,handicap access,NN,O,TN ,0
64,system,NN,O,NON-PERSON,shall provide,VB,TV,Y,multi language support,NN,O,TN ,0
64,system,NN,O,NON-PERSON,shall provide,VB,TV,Y,language support,NN,O,TN ,0
