requirement, subject, s-tag, s-ner, s-type, verb, v-tag, v-cat, v-process, object, o-tag, o-ner, o-type, label 
19,account,NNS,O,NOUN.STATE,be,VBP,IS-A,FALSE,when ready,JJ,O,NOUN.STATE ,0
19,account,NNS,O,NOUN.STATE,be ready for,IN,TV,FALSE,review,NN,O,NOUN.COGNITION ,0
19,account,NNS,O,NOUN.STATE,be,VBP,IS-A,FALSE,ready,JJ,O,NOUN.STATE ,0
19,new account,NNS,O,NOUN.STATE,be,VBP,IS-A,FALSE,when ready for review,NN,O,NOUN.COGNITION ,0
19,Portal Admin,NNP,O,NOUN.ARTIFACT,will receive,VB,TV,FALSE,notification,NN,O,NOUN.ACT ,0
19,account,NNS,O,NOUN.STATE,be,VBP,IS-A,FALSE,when ready for review,NN,O,NOUN.COGNITION ,0
19,new account,NNS,O,NOUN.STATE,be,VBP,IS-A,FALSE,when ready,JJ,O,NOUN.STATE ,0
19,new account,NNS,O,NOUN.STATE,be ready for,IN,TV,FALSE,review,NN,O,NOUN.COGNITION ,0
19,Portal Admin,NNP,O,NOUN.ARTIFACT,will receive,VB,TV,FALSE,e-mail notification,NN,O,NOUN.ACT ,0
19,new account,NNS,O,NOUN.STATE,be,VBP,IS-A,FALSE,ready,JJ,O,NOUN.STATE ,0
24,system,NN,O,NOUN.GROUP,shall allow,VB,TV,FALSE,administrator,NNS,O,NOUN.PERSON ,0
24,system,NN,O,NOUN.GROUP,shall allow,VB,TV,FALSE,portal administrator,NNS,O,NOUN.PERSON ,0
25,user account,NNS,O,NOUN.STATE,be in,IN,TV,FALSE,system,NN,O,NOUN.GROUP ,0
33,template,NNS,O,NOUN.COGNITION,be,VB,IS-A,FALSE,not delete,VBN,O,OTHER ,0
33,template,NNS,O,NOUN.COGNITION,not be delete from,IN,OTHER,FALSE,disk,NN,O,NOUN.SHAPE ,0
33,template,NNS,O,NOUN.COGNITION,be delete from,IN,TV,FALSE,disk,NN,O,NOUN.SHAPE ,0
33,template,NNS,O,NOUN.COGNITION,be,VB,IS-A,FALSE,delete,VBN,O,VERB.CONTACT ,0
35,other objects/projects,NNS,O,OTHER,will,MD,TV,FALSE,will delete,VBN,O,NOUN.COGNITION ,0
35,other objects/projects,NNS,O,OTHER,will,MD,TV,FALSE,will delete from system,NN,O,NOUN.GROUP ,0
35,other objects/projects,NNS,O,OTHER,will,MD,TV,FALSE,will delete completely from system,NN,O,NOUN.GROUP ,0
35,other objects/projects,NNS,O,OTHER,will,MD,TV,FALSE,will delete completely,RB,O,NOUN.COGNITION ,0
36,admin,NN,O,OTHER,can lock,VB,TV,FALSE,account,NNS,O,NOUN.STATE ,0
37,user,NN,PERSON,NOUN.PERSON,will,MD,TV,FALSE,will notify,VBN,O,NOUN.COGNITION ,0
37,user,NN,PERSON,NOUN.PERSON,will,MD,TV,FALSE,will notify via e-mail,NN,O,NOUN.COMMUNICATION ,0
39,job,NN,PERSON,NOUN.PERSON,end by,IN,TV,FALSE,portal admin,NN,O,NOUN.ARTIFACT ,0
39,job,NN,PERSON,NOUN.PERSON,end by,IN,TV,FALSE,admin,NN,O,OTHER ,0
40,admin,NN,O,OTHER,can unlock,VB,TV,FALSE,account,NNS,O,NOUN.STATE ,0
41,user,NN,PERSON,NOUN.PERSON,login to,TO,OTHER,FALSE,system,NN,O,NOUN.GROUP ,0
41,user,NN,PERSON,NOUN.PERSON,resume,VB,TV,TRUE,use,NN,O,NOUN.ACT ,1
42,portal admin,NN,O,NOUN.ARTIFACT,will have,VB,TV,FALSE,display of run job sort by user,NN,O,NOUN.PERSON ,0
42,admin,NN,O,OTHER,will have,VB,TV,FALSE,display of run job sort by user,NN,O,NOUN.PERSON ,0
44,user,NN,PERSON,NOUN.PERSON,have,null,possession,FALSE,run job,NNS,O,NOUN.PERSON ,0
45,user,NN,PERSON,NOUN.PERSON,account to,TO,TV,FALSE,scientist role,NN,O,NOUN.ACT ,0
45,user,NN,PERSON,NOUN.PERSON,account to,TO,TV,FALSE,scientist role by default,NN,O,NOUN.ACT ,0
46,user,NN,PERSON,NOUN.PERSON,have,null,possession,FALSE,role in system,NN,O,NOUN.GROUP ,0
46,admin,NN,O,OTHER,change,VB,TV,FALSE,user 's role,NN,O,NOUN.ACT ,0
46,portal admin,NN,O,NOUN.ARTIFACT,change,VB,TV,FALSE,user 's role in system,NN,O,NOUN.GROUP ,0
46,system,NN,O,NOUN.GROUP,shall allow,VB,TV,FALSE,portal admin,NN,O,NOUN.ARTIFACT ,0
46,system,NN,O,NOUN.GROUP,shall allow,VB,TV,FALSE,admin,NN,O,OTHER ,0
46,user 's role,NN,O,NOUN.ACT,be in,IN,TV,FALSE,system,NN,O,NOUN.GROUP ,0
46,admin,NN,O,OTHER,change,VB,TV,FALSE,user 's role in system,NN,O,NOUN.GROUP ,0
46,portal admin,NN,O,NOUN.ARTIFACT,change,VB,TV,FALSE,user 's role,NN,O,NOUN.ACT ,0
47,time,NN,O,NOUN.EVENT,permit at,IN,TV,FALSE,end of project,NN,O,NOUN.ACT ,0
47,time,NN,O,NOUN.EVENT,permit at,IN,TV,FALSE,end,NN,O,NOUN.PERSON ,0
48,system,NN,O,NOUN.GROUP,support,VBZ,TV,FALSE,staff login method,NNS,O,NOUN.COGNITION ,0
48,system,NN,O,NOUN.GROUP,support,VBZ,TV,FALSE,streamlined staff login method,NNS,O,NOUN.COGNITION ,0
49,staff member,NN,PERSON,NOUN.PERSON,log into,IN,TV,FALSE,terminal,JJ,O,NOUN.ARTIFACT ,0
49,staff member,NN,PERSON,NOUN.PERSON,swipe card,NN,TV,FALSE,log,VB,O,NOUN.SUBSTANCE ,0
49,staff member,NN,PERSON,NOUN.PERSON,swipe,VBZ,TV,FALSE,card,NN,O,NOUN.PERSON ,1
49,staff member,NN,PERSON,NOUN.PERSON,swipe card,NN,TV,FALSE,log into terminal,JJ,O,NOUN.ARTIFACT ,0
51,System administrator,NNS,PERSON,NOUN.PERSON,can create,VB,TV,FALSE,report template,NNS,O,NOUN.COGNITION ,1
51,System administrator,NNS,PERSON,NOUN.PERSON,can create,VB,TV,FALSE,reliable report template,NNS,O,NOUN.COGNITION ,1
52,System administrator,NNS,PERSON,NOUN.PERSON,can,MD,TV,FALSE,can run,VBN,O,NOUN.ACT ,0
52,System administrator,NNS,PERSON,NOUN.PERSON,as be modify to,TO,OTHER,FALSE,staff person 's particular need,NNS,O,NOUN.STATE ,0
52,staff person,NN,O,NOUN.TOPS,to,TO,OTHER,FALSE,particular need,NNS,O,NOUN.STATE ,0
52,System administrator,NNS,PERSON,NOUN.PERSON,be modify to,TO,TV,FALSE,staff person 's particular need,NNS,O,NOUN.STATE ,0
52,System administrator,NNS,PERSON,NOUN.PERSON,be,VBZ,IS-A,FALSE,modify,VBN,O,VERB.CHANGE ,0
52,System administrator,NNS,PERSON,NOUN.PERSON,as be modify to,TO,OTHER,FALSE,staff person 's need,NNS,O,NOUN.STATE ,0
52,System administrator,NNS,PERSON,NOUN.PERSON,be modify to,TO,TV,FALSE,staff person 's need,NNS,O,NOUN.STATE ,0
52,System administrator,NNS,PERSON,NOUN.PERSON,be,VBZ,IS-A,FALSE,as modify,VBN,O,NOUN.SUBSTANCE ,0
53,change,NNS,O,NOUN.EVENT,be in,IN,TV,FALSE,template,NNS,O,NOUN.COGNITION ,0
53,change,NNS,O,NOUN.EVENT,could,MD,OTHER,FALSE,could do,VBN,O,NOUN.EVENT ,0
53,change,NNS,O,NOUN.EVENT,comprise,VBG,consist,FALSE,result,NNS,O,NOUN.PHENOMENON ,0
54,administrator,NN,PERSON,NOUN.PERSON,can limit,VB,TV,FALSE,filter,NNS,O,NOUN.ARTIFACT ,1
54,administrator,NN,PERSON,NOUN.PERSON,display,VBP,TV,FALSE,field,NNS,O,NOUN.LOCATION ,1
55,System,NNP,O,NOUN.GROUP,provide,VBZ,TV,TRUE,permission level,NNS,O,NOUN.ATTRIBUTE ,0
55,System,NNP,O,NOUN.GROUP,provide,VBZ,TV,TRUE,fine-grained permission level,NNS,O,NOUN.ATTRIBUTE ,0
55,System,NNP,O,NOUN.GROUP,provide,VBZ,TV,TRUE,fine-grained permission level limit,VBG,O,NOUN.ATTRIBUTE ,0
55,System,NNP,O,NOUN.GROUP,provide,VBZ,TV,TRUE,distinct fine-grained permission level limit,VBG,O,NOUN.ATTRIBUTE ,0
55,System,NNP,O,NOUN.GROUP,provide,VBZ,TV,TRUE,distinct fine-grained permission level,NNS,O,NOUN.ATTRIBUTE ,0
55,System,NNP,O,NOUN.GROUP,provide,VBZ,TV,TRUE,permission level limit,VBG,O,NOUN.ATTRIBUTE ,0
55,System,NNP,O,NOUN.GROUP,provide,VBZ,TV,TRUE,distinct permission level,NNS,O,NOUN.ATTRIBUTE ,0
55,System,NNP,O,NOUN.GROUP,provide,VBZ,TV,TRUE,distinct permission level limit,VBG,O,NOUN.ATTRIBUTE ,0
56,permission,NNS,O,NOUN.COMMUNICATION,should,MD,OTHER,FALSE,should easy,JJ,O,OTHER ,0
57,staff,NN,O,NOUN.GROUP,run,VB,TV,FALSE,report,NNS,O,NOUN.COMMUNICATION ,0
57,System administrator,NNS,PERSON,NOUN.PERSON,can create,VB,TV,FALSE,shared folder allow,VB,O,OTHER ,1
57,System administrator,NNS,PERSON,NOUN.PERSON,run,VB,TV,FALSE,ad hoc report,NNS,O,NOUN.COMMUNICATION ,1
57,System administrator,NNS,PERSON,NOUN.PERSON,run,VB,TV,FALSE,ad hoc report on set,NNS,O,NOUN.PERSON ,1
57,staff,NN,O,NOUN.GROUP,run,VB,TV,FALSE,specific report,NNS,O,NOUN.COMMUNICATION ,0
57,System administrator,NNS,PERSON,NOUN.PERSON,run,VB,TV,FALSE,ad hoc report on set of datum,NNS,O,NOUN.COGNITION ,1
57,System administrator,NNS,PERSON,NOUN.PERSON,run,VB,TV,FALSE,ad hoc report on specific set,NNS,O,NOUN.PERSON ,1
57,System administrator,NNS,PERSON,NOUN.PERSON,can create,VB,TV,FALSE,folder allow,VB,O,NOUN.COMMUNICATION ,1
57,System administrator,NNS,PERSON,NOUN.PERSON,run,VB,TV,FALSE,ad hoc report on specific set of datum,NNS,O,NOUN.COGNITION ,1
59,staff,NN,O,NOUN.GROUP,can select,JJ,TV,FALSE,field to query,NN,O,NOUN.COMMUNICATION ,0
59,staff,NN,O,NOUN.GROUP,can select,JJ,TV,FALSE,field,NNS,O,NOUN.LOCATION ,0
60,r1 Administrators,NNPS,O,OTHER,control,VBP,TV,FALSE,staff access,NN,O,NOUN.ATTRIBUTE ,0
60,r1 .4.3 Administrators,NNPS,O,OTHER,control,VBP,TV,FALSE,staff access,NN,O,NOUN.ATTRIBUTE ,0
60,r1 Administrators,NNPS,O,OTHER,control,VBP,TV,FALSE,staff access to table,NNS,O,NOUN.GROUP ,0
60,r1 .4.3 Administrators,NNPS,O,OTHER,control,VBP,TV,FALSE,staff access to table,NNS,O,NOUN.GROUP ,0
61,system,NN,O,NOUN.GROUP,provide,VBZ,TV,TRUE,report,NNS,O,NOUN.COMMUNICATION ,0
61,system,NN,O,NOUN.GROUP,provide,VBZ,TV,TRUE,pre-defined report for consumption by library board,NNS,O,NOUN.GROUP ,0
61,system,NN,O,NOUN.GROUP,provide,VBZ,TV,TRUE,report for consumption by library board,NNS,O,NOUN.GROUP ,0
61,system,NN,O,NOUN.GROUP,provide,VBZ,TV,TRUE,report for consumption,NN,O,NOUN.ACT ,0
61,system,NN,O,NOUN.GROUP,provide,VBZ,TV,TRUE,pre-defined report,NNS,O,NOUN.COMMUNICATION ,0
61,system,NN,O,NOUN.GROUP,provide,VBZ,TV,TRUE,pre-defined report for consumption,NN,O,NOUN.ACT ,0
62,will report,NNS,O,NOUN.COMMUNICATION,provide,VBG,TV,TRUE,statistics like those require by Georgia Report for State Aid,NNP,O,NOUN.ATTRIBUTE ,0
62,will report,NNS,O,NOUN.COMMUNICATION,provide,VBG,TV,TRUE,statistics like those,DT,O,NOUN.COGNITION ,0
62,system,NN,O,NOUN.GROUP,hold,VBZ,TV,FALSE,fill,VBN,O,NOUN.QUANTITY ,0
62,will report,NNS,O,NOUN.COMMUNICATION,provide,VBG,TV,TRUE,basic statistics like those,DT,O,NOUN.COMMUNICATION ,0
62,will report,NNS,O,NOUN.COMMUNICATION,provide,VBG,TV,TRUE,basic statistics like those require by Georgia Report for State Aid,NNP,O,NOUN.ATTRIBUTE ,0
62,will report,NNS,O,NOUN.COMMUNICATION,provide,VBG,TV,TRUE,statistics,NNS,O,NOUN.COGNITION ,0
62,will report,NNS,O,NOUN.COMMUNICATION,provide,VBG,TV,TRUE,basic statistics like those require by Georgia Report,NNP,O,NOUN.COMMUNICATION ,0
62,will report,NNS,O,NOUN.COMMUNICATION,provide,VBG,TV,TRUE,basic statistics like those require,VBN,O,NOUN.COMMUNICATION ,0
62,will report,NNS,O,NOUN.COMMUNICATION,provide,VBG,TV,TRUE,basic statistics like those require by Georgia annual Report,NNP,O,NOUN.COMMUNICATION ,0
62,will report,NNS,O,NOUN.COMMUNICATION,provide,VBG,TV,TRUE,basic statistics,NNS,O,NOUN.COGNITION ,0
62,will report,NNS,O,NOUN.COMMUNICATION,provide,VBG,TV,TRUE,statistics like those require by Georgia annual Report,NNP,O,NOUN.COMMUNICATION ,0
62,will report,NNS,O,NOUN.COMMUNICATION,provide,VBG,TV,TRUE,statistics like those require,VBN,O,NOUN.COGNITION ,0
62,volume,NN,O,NOUN.QUANTITY,traffic of,IN,TV,FALSE,use,NN,O,NOUN.ACT ,0
62,system,NN,O,NOUN.GROUP,will,MD,TV,FALSE,will report,NNS,O,NOUN.COMMUNICATION ,0
62,will report,NNS,O,NOUN.COMMUNICATION,provide,VBG,TV,TRUE,statistics like those require by Georgia Report,NNP,O,NOUN.COMMUNICATION ,0
64,transaction,NNS,O,NOUN.ACT,provide,VBG,TV,TRUE,statistics,NNS,O,NOUN.COGNITION ,0
64,transaction,NNS,O,NOUN.ACT,provide,VBG,TV,TRUE,demographic statistics,NNS,O,NOUN.COGNITION ,0
64,transaction,NNS,O,NOUN.ACT,provide,VBG,TV,TRUE,useful demographic statistics,NNS,O,NOUN.COGNITION ,0
64,transaction,NNS,O,NOUN.ACT,provide,VBG,TV,TRUE,useful statistics,NNS,O,NOUN.COGNITION ,0
64,transaction,NNS,O,NOUN.ACT,be archive in,IN,TV,FALSE,form,NN,O,NOUN.COMMUNICATION ,0
64,transaction,NNS,O,NOUN.ACT,be,VBP,IS-A,FALSE,archive,VBN,O,NOUN.ARTIFACT ,0
65,bibliographic record,NNS,O,NOUN.COMMUNICATION,be with,IN,TV,FALSE,hold,VBZ,O,NOUN.ACT ,0
67,item,NNS,O,NOUN.COMMUNICATION,be with,IN,TV,FALSE,invalid item type,NN,O,NOUN.PERSON ,0
68,in-transit item,NNS,O,NOUN.COMMUNICATION,be with,IN,TV,FALSE,outstanding hold,NN,O,NOUN.ACT ,0
70,last copy,NN,O,NOUN.COMMUNICATION,be in,IN,TV,FALSE,system,NN,O,NOUN.GROUP ,0
71,item,NNS,O,NOUN.COMMUNICATION,be with,IN,TV,FALSE,long call number,NN,O,NOUN.ATTRIBUTE ,0
72,patron,NNS,PERSON,NOUN.PERSON,be with,IN,TV,FALSE,invalid home library,NN,O,NOUN.ARTIFACT ,0
72,bibliographic record,NNS,O,NOUN.COMMUNICATION,be with,IN,TV,FALSE,item record,NNS,O,NOUN.COMMUNICATION ,0
73,System,NNP,O,NOUN.GROUP,provide,VBZ,TV,TRUE,query selection,NNS,O,NOUN.ACT ,0
73,System,NNP,O,NOUN.GROUP,provide query selection along with,IN,TV,FALSE,result,NNS,O,NOUN.PHENOMENON ,0
74,you report,NN,O,NOUN.COMMUNICATION,be in,IN,TV,FALSE,where queue,NN,O,NOUN.GROUP ,0
74,you report,NN,O,NOUN.COMMUNICATION,be in,IN,TV,FALSE,where queue of report,NNS,O,NOUN.COMMUNICATION ,0
74,you report,NN,O,NOUN.COMMUNICATION,be in,IN,TV,FALSE,where queue of report wait,VBG,O,NOUN.TIME ,0
74,you report,NN,O,NOUN.COMMUNICATION,be in,IN,TV,FALSE,queue,NN,O,NOUN.GROUP ,0
74,you report,NN,O,NOUN.COMMUNICATION,be in,IN,TV,FALSE,queue of report,NNS,O,NOUN.COMMUNICATION ,0
74,you report,NN,O,NOUN.COMMUNICATION,be in,IN,TV,FALSE,queue of report wait,VBG,O,NOUN.TIME ,0
75,System,NNP,O,NOUN.GROUP,must,MD,OTHER,FALSE,must able,JJ,O,NOUN.OBJECT ,0
75,System,NNP,O,NOUN.GROUP,support reporting definition,NNS,TV,FALSE,describe,VBN,O,VERB.COMMUNICATION ,0
75,System,NNP,O,NOUN.GROUP,support,VB,TV,FALSE,reporting definition,NNS,O,NOUN.COMMUNICATION ,0
75,System,NNP,O,NOUN.GROUP,support reporting definition,NNS,TV,FALSE,describe in Appendix,NNP,O,NOUN.COMMUNICATION ,0
76,System,NNP,O,NOUN.GROUP,must,MD,OTHER,FALSE,must able,JJ,O,NOUN.OBJECT ,0
76,System,NNP,O,NOUN.GROUP,support,VB,TV,FALSE,fine-grained report requirement,NNS,O,NOUN.COGNITION ,0
76,System,NNP,O,NOUN.GROUP,support report requirement,NNS,TV,FALSE,describe in Appendix B.,NNP,O,OTHER ,0
76,System,NNP,O,NOUN.GROUP,support,VB,TV,FALSE,report requirement,NNS,O,NOUN.COGNITION ,0
76,System,NNP,O,NOUN.GROUP,support report requirement,NNS,TV,FALSE,describe,VBN,O,VERB.COMMUNICATION ,0
77,system,NN,O,NOUN.GROUP,produce,VBZ,TV,TRUE,statistics,NNS,O,NOUN.COGNITION ,0
77,patron behavior,NN,O,NOUN.ACT,use of,IN,TV,FALSE,material,NNS,O,NOUN.PERSON ,0
78,system,NN,O,NOUN.GROUP,produce,VBZ,TV,TRUE,demographic statistics include transaction by region,NNS,O,NOUN.LOCATION ,0
78,system,NN,O,NOUN.GROUP,produce,VBZ,TV,TRUE,useful statistics include transaction by geographical region,NNS,O,NOUN.LOCATION ,0
78,system,NN,O,NOUN.GROUP,produce,VBZ,TV,TRUE,statistics include transaction,NNS,O,NOUN.ACT ,0
78,system,NN,O,NOUN.GROUP,produce,VBZ,TV,TRUE,statistics include transaction by region,NNS,O,NOUN.LOCATION ,0
78,system,NN,O,NOUN.GROUP,produce,VBZ,TV,TRUE,statistics,NNS,O,NOUN.COGNITION ,0
78,system,NN,O,NOUN.GROUP,produce,VBZ,TV,TRUE,useful demographic statistics include transaction by region,NNS,O,NOUN.LOCATION ,0
78,system,NN,O,NOUN.GROUP,produce,VBZ,TV,TRUE,useful demographic statistics,NNS,O,NOUN.COGNITION ,0
78,system,NN,O,NOUN.GROUP,produce,VBZ,TV,TRUE,useful demographic statistics include transaction by geographical region,NNS,O,NOUN.LOCATION ,0
78,system,NN,O,NOUN.GROUP,produce,VBZ,TV,TRUE,useful statistics,NNS,O,NOUN.COGNITION ,0
78,system,NN,O,NOUN.GROUP,produce,VBZ,TV,TRUE,demographic statistics,NNS,O,NOUN.COGNITION ,0
78,system,NN,O,NOUN.GROUP,produce,VBZ,TV,TRUE,demographic statistics include transaction,NNS,O,NOUN.ACT ,0
78,system,NN,O,NOUN.GROUP,produce,VBZ,TV,TRUE,useful statistics include transaction by region,NNS,O,NOUN.LOCATION ,0
78,system,NN,O,NOUN.GROUP,produce,VBZ,TV,TRUE,useful statistics include transaction,NNS,O,NOUN.ACT ,0
78,system,NN,O,NOUN.GROUP,produce,VBZ,TV,TRUE,useful demographic statistics include transaction,NNS,O,NOUN.ACT ,0
78,system,NN,O,NOUN.GROUP,produce,VBZ,TV,TRUE,demographic statistics include transaction by geographical region,NNS,O,NOUN.LOCATION ,0
78,system,NN,O,NOUN.GROUP,produce,VBZ,TV,TRUE,statistics include transaction by geographical region,NNS,O,NOUN.LOCATION ,0
79,i.e. information,NN,O,NOUN.COMMUNICATION,be,VBZ,IS-A,FALSE,delete,VBN,O,VERB.CONTACT ,0
79,datum,NNS,O,NOUN.COGNITION,must,MD,OTHER,FALSE,must anonymize,VBN,O,NOUN.OBJECT ,0
80,ability,NN,O,NOUN.ATTRIBUTE,be with,IN,TV,FALSE,ability break in category,NNS,O,NOUN.GROUP ,0
81,system,NN,O,NOUN.GROUP,provide,VBZ,TV,TRUE,interface,NN,O,NOUN.ARTIFACT ,0
81,show,VBG,O,NOUN.ACT,capacity of,IN,OTHER,FALSE,branch,NNS,O,NOUN.GROUP ,0
84,child,NNS,PERSON,NOUN.PERSON,have,null,possession,FALSE,board book,NNS,O,NOUN.COMMUNICATION ,0
86,material,NN,PERSON,NOUN.PERSON,be,VBG,IS-A,FALSE,how use,VBN,O,NOUN.ACT ,0
86,material,NN,PERSON,NOUN.PERSON,be,VBG,IS-A,FALSE,use,VBN,O,NOUN.ACT ,0
89,ability,NN,O,NOUN.ATTRIBUTE,query for,IN,TV,FALSE,candidate material,NNS,O,NOUN.PERSON ,0
89,utility,NN,O,NOUN.GROUP,include,VBZ,TV,TRUE,ability query,NN,O,NOUN.COMMUNICATION ,0
89,utility,NN,O,NOUN.GROUP,include,VBZ,TV,TRUE,ability query for candidate material,NNS,O,NOUN.PERSON ,0
90,mechanism,NNS,O,NOUN.PROCESS,change,VBG,TV,FALSE,location field,NN,O,NOUN.LOCATION ,0
91,utility,NN,O,NOUN.GROUP,provide criterion in,IN,TV,FALSE,addition,NN,O,NOUN.ARTIFACT ,0
91,utility,NN,O,NOUN.GROUP,provide,VBZ,TV,TRUE,criterion,NNS,O,NOUN.COMMUNICATION ,0
91,utility,NN,O,NOUN.GROUP,provide,VBZ,TV,TRUE,mean,VBZ,O,NOUN.COGNITION ,0
91,utility,NN,O,NOUN.GROUP,provide,VBZ,TV,TRUE,other criterion,NNS,O,NOUN.COMMUNICATION ,0
92,system,NN,O,NOUN.GROUP,provide,VBZ,TV,TRUE,report,NNS,O,NOUN.COMMUNICATION ,0
92,system,NN,O,NOUN.GROUP,provide,VBZ,TV,TRUE,report of miss item per branch,NN,O,NOUN.GROUP ,0
92,system,NN,O,NOUN.GROUP,provide,VBZ,TV,TRUE,report of item per branch,NN,O,NOUN.GROUP ,0
92,system,NN,O,NOUN.GROUP,provide,VBZ,TV,TRUE,report of miss item,NNS,O,NOUN.COMMUNICATION ,0
92,system,NN,O,NOUN.GROUP,provide,VBZ,TV,TRUE,report of item,NNS,O,NOUN.COMMUNICATION ,0
93,system,NN,O,NOUN.GROUP,generate,VBZ,TV,TRUE,list of item per branch,NN,O,NOUN.GROUP ,0
93,system,NN,O,NOUN.GROUP,generate,VBZ,TV,TRUE,list of item per branch per system,NN,O,NOUN.GROUP ,0
93,system,NN,O,NOUN.GROUP,generate,VBZ,TV,TRUE,list of item per system,NN,O,NOUN.GROUP ,0
93,system,NN,O,NOUN.GROUP,generate,VBZ,TV,TRUE,list of item,NNS,O,NOUN.COMMUNICATION ,0
93,system,NN,O,NOUN.GROUP,generate,VBZ,TV,TRUE,list,NN,O,NOUN.COMMUNICATION ,0
94,report,NN,O,NOUN.COMMUNICATION,would merge,VB,TV,FALSE,transit,NN,O,NOUN.ARTIFACT ,0
