requirement, subject, s-tag, s-ner, s-type, verb, v-tag, v-cat, v-process, object, o-tag, o-ner, o-type, label 
4,system,NN,O,NON-PERSON,must provide reply to,TO,OTHER,N,sender of request,NN,O,TN ,0
4,system,NN,O,NON-PERSON,must provide reply to,TO,OTHER,N,sender,NN,O,TN ,0
4,system,NN,O,NON-PERSON,must provide reply through,IN,OTHER,N,use of standard interface to member system,NNS,O,TN ,0
5,system,NN,O,NON-PERSON,must track workflow between,IN,OTHER,N,sender,NNS,O,TN ,0
5,system,NN,O,NON-PERSON,must track,VB,TV,Y,workflow,NN,O,TN ,0
6,system,NN,O,NON-PERSON,must,MD,TN,N,must able,JJ,O,TN ,0
7,statistics,NNS,O,NON-PERSON,delay of,IN,TV,Y,reply,NN,O,TN ,0
7,administrator,NN,TITLE,NON-PERSON,extract,NN,TV,Y,statistics,NNS,O,TN ,0
7,statistics,NNS,O,NON-PERSON,percentage of,IN,OTHER,N,transaction,NN,O,TN ,0
7,administrator,NN,TITLE,NON-PERSON,extract,NN,TV,Y,statistics of use,NN,O,TN ,0
7,system,NN,O,NON-PERSON,must allow,VB,TV,Y,administrator,NN,TITLE,TN ,0
7,statistics,NNS,O,NON-PERSON,percentage of,IN,OTHER,N,unsuccessful transaction,NN,O,TN ,0
7,statistics,NNS,O,NON-PERSON,delay by,IN,TV,Y,member/period,NN,O,OTHER ,0
7,statistics,NNS,O,NON-PERSON,standard delay of,IN,OTHER,N,reply,NN,O,TN ,0
7,statistics,NNS,O,NON-PERSON,standard delay by,IN,OTHER,N,member/period,NN,O,OTHER ,0
8,system,NN,O,NON-PERSON,must provide,VB,TV,Y,management of user rights,NNS,O,TN ,0
8,system,NN,O,NON-PERSON,must provide,VB,TV,Y,management,NN,O,TN ,0
9,driver,NN,TITLE,NON-PERSON,in,IN,TN,N,smart cardholder like pre-delivery check,NN,O,TN ,0
9,system,NN,O,NON-PERSON,define type in,IN,TV,Y,driver 's cardholder like pre-delivery check,NN,O,TN ,0
9,system,NN,O,NON-PERSON,must,MD,TN,N,must able,JJ,O,TN ,0
9,system,NN,O,NON-PERSON,define type in,IN,TV,Y,driver 's smart cardholder like check,NN,O,TN ,0
9,system,NN,O,NON-PERSON,define type in,IN,TV,Y,driver 's cardholder like check,NN,O,TN ,0
9,system,NN,O,NON-PERSON,define type in,IN,TV,Y,driver 's smart cardholder like pre-delivery check,NN,O,TN ,0
9,system,NN,O,NON-PERSON,define type in,IN,TV,Y,driver 's cardholder,NN,O,TN ,0
9,system,NN,O,NON-PERSON,define,VB,TV,Y,type,NNS,O,TN ,0
9,system,NN,O,NON-PERSON,define type in,IN,TV,Y,driver 's smart cardholder,NN,O,TN ,0
10,system,NN,O,NON-PERSON,must,MD,TN,N,must able,JJ,O,TN ,0
10,system,NN,O,NON-PERSON,include,VB,TV,Y,member,NNS,O,TN ,0
10,system,NN,O,NON-PERSON,include,VB,TV,Y,new member,NNS,O,TN ,0
10,system,NN,O,NON-PERSON,include,VB,TV,Y,member in network,NN,O,TN ,0
10,system,NN,O,NON-PERSON,include member through,IN,TV,Y,simple task,NNS,O,TN ,0
10,system,NN,O,NON-PERSON,include member through,IN,TV,Y,administrative task,NNS,O,TN ,0
10,new member,NNS,PERSON,PERSON,be in,IN,TV,Y,network,NN,O,TN ,1
10,system,NN,O,NON-PERSON,include,VB,TV,Y,new member in network,NN,O,TN ,0
10,system,NN,O,NON-PERSON,include member through,IN,TV,Y,task,NNS,O,TN ,0
10,system,NN,O,NON-PERSON,include member through,IN,TV,Y,simple administrative task,NNS,O,TN ,0
11,system,NN,O,NON-PERSON,must,MD,TN,N,must highly automatic,JJ,O,TN ,0
11,system,NN,O,NON-PERSON,must,MD,TN,N,must automatic,JJ,O,TN ,0
12,system,NN,O,NON-PERSON,must provide at,IN,OTHER,N,application level,NN,O,TN ,0
13,none,NN,O,NON-PERSON,reconstruct,VB,TV,Y,european database,NN,O,TN ,0
13,none,NN,O,NON-PERSON,reconstruct database through,IN,TV,Y,use,NN,O,TN ,0
13,none,NN,O,NON-PERSON,be,VBZ,TV,Y,technically able,JJ,O,OTHER ,0
13,none,NN,O,NON-PERSON,reconstruct,VB,TV,Y,database,NN,O,TN ,0
13,none,NN,O,NON-PERSON,be,VBZ,TV,Y,able,JJ,O,TA ,0
13,none,NN,O,NON-PERSON,reconstruct database through,IN,TV,Y,use of message,NNS,O,TN ,0
13,none,NN,O,NON-PERSON,reconstruct,VB,TV,Y,consolidated european database,NN,O,TN ,0
13,none,NN,O,NON-PERSON,reconstruct database through,IN,TV,Y,use of message exchange,VBD,O,TN ,0
13,none,NN,O,NON-PERSON,reconstruct,VB,TV,Y,consolidated database,NN,O,TN ,0
14,system,NN,O,NON-PERSON,must,MD,TN,N,must such,JJ,O,TN ,0
15,Member State,NNP,O,NON-PERSON,ask for,IN,TV,Y,status of card to Card issuing Authority of Member State,NNP,O,TN ,0
15,Member State,NNP,O,NON-PERSON,ask for,IN,TV,Y,status of card to Card issuing Authority,NNP,O,TN ,0
15,Member State,NNP,O,NON-PERSON,ask for,IN,TV,Y,status to Card issuing Authority of Member State,NNP,O,TN ,0
15,Member State,NNP,O,NON-PERSON,ask for,IN,TV,Y,status of card to corresponding Card issuing Authority of Member State,NNP,O,TN ,0
15,system,NN,O,NON-PERSON,must allow,VB,TV,Y,ask for status of card to corresponding Card issuing Authority,NNP,O,TN ,0
15,Member State,NNP,O,NON-PERSON,ask for,IN,TV,Y,status to corresponding Card issuing Authority,NNP,O,TN ,0
15,system,NN,O,NON-PERSON,must allow,VB,TV,Y,ask for status to corresponding Card issuing Authority of Member State,NNP,O,TN ,0
15,system,NN,O,NON-PERSON,must allow,VB,TV,Y,ask for status,NN,O,TN ,0
15,system,NN,O,NON-PERSON,must allow,VB,TV,Y,ask for status of card,NN,O,TN ,0
15,Member State,NNP,O,NON-PERSON,ask for,IN,TV,Y,status of card,NN,O,TN ,0
15,system,NN,O,NON-PERSON,must allow,VB,TV,Y,ask for status of card to corresponding Card issuing Authority of Member State,NNP,O,TN ,0
15,system,NN,O,NON-PERSON,must allow,VB,TV,Y,ask for status to Card issuing Authority of Member State,NNP,O,TN ,0
15,system,NN,O,NON-PERSON,must allow,VB,TV,Y,Member State,NNP,O,TN ,0
15,Member State,NNP,O,NON-PERSON,ask for,IN,TV,Y,status of card to corresponding Card issuing Authority,NNP,O,TN ,0
15,system,NN,O,NON-PERSON,must allow,VB,TV,Y,ask for status of card to Card issuing Authority of Member State,NNP,O,TN ,0
15,Member State,NNP,O,NON-PERSON,ask for,IN,TV,Y,status,NN,O,TN ,0
15,system,NN,O,NON-PERSON,must allow,VB,TV,Y,ask for status to Card issuing Authority,NNP,O,TN ,0
15,system,NN,O,NON-PERSON,must allow,VB,TV,Y,ask for status to corresponding Card issuing Authority,NNP,O,TN ,0
15,system,NN,O,NON-PERSON,must allow,VB,TV,Y,ask,VB,O,TV ,0
15,system,NN,O,NON-PERSON,must allow,VB,TV,Y,ask for status of card to Card issuing Authority,NNP,O,TN ,0
15,Member State,NNP,O,NON-PERSON,ask for,IN,TV,Y,status to Card issuing Authority,NNP,O,TN ,0
15,Member State,NNP,O,NON-PERSON,ask for,IN,TV,Y,status to corresponding Card issuing Authority of Member State,NNP,O,TN ,0
16,Member State,NNP,O,NON-PERSON,send card status modification request to,TO,TV,Y,Card issuing Authority,NNP,O,TN ,0
16,Member State,NNP,O,NON-PERSON,send card status modification request to,TO,TV,Y,corresponding Card issuing Authority,NNP,O,TN ,0
16,system,NN,O,NON-PERSON,must allow,VB,TV,Y,Member State,NNP,O,TN ,0
16,Member State,NNP,O,NON-PERSON,send card status modification request to,TO,TV,Y,Card issuing Authority of Member State,NNP,O,TN ,0
16,card status modification request,NNS,O,NON-PERSON,issue,VBN,TV,Y,card,NN,O,TN ,0
16,Member State,NNP,O,NON-PERSON,send,VB,TV,Y,card status modification request,NNS,O,TN ,0
16,Member State,NNP,O,NON-PERSON,send card status modification request to,TO,TV,Y,corresponding Card issuing Authority of Member State,NNP,O,TN ,0
17,enforcement authority,NNS,PERSON,PERSON,ask for,IN,TV,Y,driver 's card status to Card issuing Authority,NNP,ORGANIZATION,TN ,0
17,driver,NN,TITLE,NON-PERSON,for,IN,OTHER,N,card status to corresponding Card issuing Authority of Member State,NNP,O,TN ,0
17,system,NN,O,NON-PERSON,must allow,VB,TV,Y,ask for driver 's card status to corresponding Card issuing Authority,NNP,ORGANIZATION,TN ,0
17,system,NN,O,NON-PERSON,must allow,VB,TV,Y,ask for driver 's card status to Card issuing Authority,NNP,ORGANIZATION,TN ,0
17,enforcement authority,NNS,PERSON,PERSON,ask for,IN,TV,Y,driver 's card status,NN,O,TN ,1
17,system,NN,O,NON-PERSON,must allow,VB,TV,Y,ask for driver 's card status to Card issuing Authority of Member State,NNP,O,TN ,0
17,system,NN,O,NON-PERSON,must allow,VB,TV,Y,enforcement authority,NNS,O,TN ,0
17,enforcement authority,NNS,PERSON,PERSON,ask for,IN,TV,Y,driver 's card status to corresponding Card issuing Authority,NNP,ORGANIZATION,TN ,0
17,enforcement authority,NNS,PERSON,PERSON,ask for,IN,TV,Y,driver 's card status to corresponding Card issuing Authority of Member State,NNP,O,TN ,0
17,enforcement authority,NNS,PERSON,PERSON,ask for,IN,TV,Y,driver 's card status to Card issuing Authority of Member State,NNP,O,TN ,0
17,system,NN,O,NON-PERSON,must allow,VB,TV,Y,ask for driver 's card status to corresponding Card issuing Authority of Member State,NNP,O,TN ,0
17,system,NN,O,NON-PERSON,must allow,VB,TV,Y,ask for driver 's card status,NN,O,TN ,0
17,system,NN,O,NON-PERSON,must allow,VB,TV,Y,ask,VB,O,TV ,0
18,system,NN,O,NON-PERSON,must allow,VB,TV,Y,ask to Card issuing Authority of Member State,NNP,O,TN ,0
18,enforcement authority,NNS,PERSON,PERSON,ask to,TO,TV,Y,Card issuing Authority of Member State,NNP,O,TN ,1
18,system,NN,O,NON-PERSON,must allow,VB,TV,Y,ask to corresponding Card issuing Authority of Member State,NNP,O,TN ,0
18,system,NN,O,NON-PERSON,must allow,VB,TV,Y,ask for workshop card status to Card issuing Authority of Member State,NNP,O,TN ,0
18,system,NN,O,NON-PERSON,must allow,VB,TV,Y,ask to Card issuing Authority,NNP,ORGANIZATION,TN ,0
18,system,NN,O,NON-PERSON,must allow,VB,TV,Y,ask to corresponding Card issuing Authority,NNP,ORGANIZATION,TN ,0
18,system,NN,O,NON-PERSON,must allow,VB,TV,Y,ask for workshop card status to corresponding Card issuing Authority,NNP,ORGANIZATION,TN ,0
18,system,NN,O,NON-PERSON,must allow,VB,TV,Y,ask for workshop card status to corresponding Card issuing Authority of Member State,NNP,O,TN ,0
18,system,NN,O,NON-PERSON,must allow,VB,TV,Y,ask for workshop card status,NN,O,TN ,0
18,enforcement authority,NNS,PERSON,PERSON,ask for,IN,TV,Y,workshop card status,NN,O,TN ,1
18,system,NN,O,NON-PERSON,must allow,VB,TV,Y,enforcement authority,NNS,O,TN ,0
18,enforcement authority,NNS,PERSON,PERSON,ask to,TO,TV,Y,Card issuing Authority,NNP,ORGANIZATION,TN ,1
18,enforcement authority,NNS,PERSON,PERSON,ask to,TO,TV,Y,corresponding Card issuing Authority,NNP,ORGANIZATION,TN ,1
18,system,NN,O,NON-PERSON,must allow,VB,TV,Y,ask for workshop card status to Card issuing Authority,NNP,ORGANIZATION,TN ,0
18,enforcement authority,NNS,PERSON,PERSON,ask to,TO,TV,Y,corresponding Card issuing Authority of Member State,NNP,O,TN ,1
18,system,NN,O,NON-PERSON,must allow,VB,TV,Y,ask,VB,O,TV ,0
