requirement, subject, s-tag, s-ner, s-type, verb, v-tag, v-cat, v-process, object, o-tag, o-ner, o-type, label 
14,system,NN,O,NOUN.GROUP,should provide,VB,TV,FALSE,status report,NNS,O,NOUN.COMMUNICATION ,0
15,datum,NNS,O,NOUN.COGNITION,be,VB,IS-A,FALSE,store in plant controller for transmission,NN,O,NOUN.ACT ,0
15,datum,NNS,O,NOUN.COGNITION,be,VB,IS-A,FALSE,store in plant controller for transmission on demand,NN,O,NOUN.PROCESS ,0
15,datum,NNS,O,NOUN.COGNITION,be store in,IN,TV,FALSE,plant controller,NN,TITLE,NOUN.PERSON ,0
15,system,NN,O,NOUN.GROUP,should allow,VB,TV,FALSE,datum,NNS,O,NOUN.COGNITION ,0
15,datum,NNS,O,NOUN.COGNITION,be,VB,IS-A,FALSE,store,VBN,O,NOUN.ARTIFACT ,0
15,datum,NNS,O,NOUN.COGNITION,be store for,IN,TV,FALSE,transmission on demand,NN,O,NOUN.PROCESS ,0
15,datum,NNS,O,NOUN.COGNITION,be store for,IN,TV,FALSE,transmission,NN,O,NOUN.ACT ,0
16,system,NN,O,NOUN.GROUP,download,VB,TV,FALSE,configuration,NN,O,NOUN.COGNITION ,0
16,system,NN,O,NOUN.GROUP,retrieve,VBP,TV,FALSE,configuration datum,NNS,O,NOUN.COGNITION ,0
17,system,NN,O,NOUN.GROUP,start object within,IN,TV,FALSE,system,NN,O,NOUN.GROUP ,0
17,system,NN,O,NOUN.GROUP,start,VB,TV,FALSE,object,NNS,O,NOUN.TOPS ,0
17,system,NN,O,NOUN.GROUP,start function within,IN,TV,FALSE,system,NN,O,NOUN.GROUP ,0
17,system,NN,O,NOUN.GROUP,start,VB,TV,FALSE,function,NNS,O,NOUN.RELATION ,0
