requirement, subject, s-tag, s-ner, s-type, verb, v-tag, v-cat, v-process, object, o-tag, o-ner, o-type, label 
12,xrt,NN,O,OTHER,report,VB,TV,FALSE,them,PRP,O,OTHER,0 
12,number,NN,O,NOUN.ATTRIBUTE,be in,VB,IS-A,FALSE,parenthesis,NN,O,NOUN.COMMUNICATION,0 
13,fsw,NN,O,OTHER,process science datum from,IN,OTHER,FALSE,camera,NN,O,NOUN.ARTIFACT,0 
13,relay,NN,O,NOUN.ACT,be in,VB,IS-A,FALSE,form of CCSDS Source Packets,NNPS,O,NOUN.COMMUNICATION,0 
13,fsw,NN,O,OTHER,process,VB,TV,FALSE,science data,NNS,O,NOUN.GROUP,0 
13,fsw,NN,O,OTHER,relay,VBD,TV,FALSE,it,PRP,O,NOUN.COGNITION,0 
14,fsw,NN,O,OTHER,receive command from,IN,OTHER,FALSE,SCU,NNP,O,OTHER,0 
14,fsw,NN,O,OTHER,receive,VBP,TV,TRUE,commands,NNS,O,OTHER,0 
15,fsw,NN,O,OTHER,transmit,VBP,TV,TRUE,housekeeping data,NNS,O,NOUN.GROUP,0 
15,fsw,NN,O,OTHER,transmit datum to,TO,OTHER,FALSE,SCU,NNP,O,OTHER,0 
15,fsw,NN,O,OTHER,transmit,VBP,TV,TRUE,detailed housekeeping data,NNS,O,NOUN.GROUP,0 
15,fsw,NN,O,OTHER,transmit datum in,IN,OTHER,FALSE,form,NN,O,NOUN.COMMUNICATION,0 
15,fsw,NN,O,OTHER,transmit,VBP,TV,TRUE,data,NNS,O,NOUN.GROUP,0 
15,fsw,NN,O,OTHER,transmit,VBP,TV,TRUE,detailed data,NNS,O,NOUN.GROUP,0 
15,fsw,NN,O,OTHER,transmit datum in,IN,OTHER,FALSE,form of CCSDS Source Packets,NNS,O,NOUN.COMMUNICATION,0 

